Chromosome	Location	Probe_ID	Gene_Feature	Start	End	Strand	transcript_id	targetFromSourceId	Gene_symbol	canonical
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000461784	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000465308	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000472146	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000476394	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000539609	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000558170	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000627532	ENSG00000169554	ZEB2	Yes
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000630572	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000636026	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000636471	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000636732	ENSG00000169554	ZEB2	No
chr2	144445361	cg15053735	intron	144430027	144517277	-	ENST00000637267	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144398851	144520151	-	ENST00000675069	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144455051	-	ENST00000440875	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144455051	-	ENST00000637045	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144470418	-	ENST00000637591	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144478987	-	ENST00000689298	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144482168	-	ENST00000636820	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144497707	-	ENST00000434448	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144497707	-	ENST00000453352	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144507378	-	ENST00000636179	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144515948	-	ENST00000637304	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144516335	-	ENST00000638128	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144516457	-	ENST00000479735	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000303660	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000392861	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000409211	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000409487	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000419938	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000427902	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000431672	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000435831	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000444559	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000461784	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000465308	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000472146	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000476394	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000539609	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000558170	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000627532	ENSG00000169554	ZEB2	Yes
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000630572	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000636026	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000636471	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000636732	ENSG00000169554	ZEB2	No
chr2	144448393	cg16677726	intron	144430027	144517277	-	ENST00000637267	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144398851	144520151	-	ENST00000675069	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144455051	-	ENST00000440875	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144455051	-	ENST00000637045	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144470418	-	ENST00000637591	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144478987	-	ENST00000689298	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144482168	-	ENST00000636820	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144497707	-	ENST00000434448	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144497707	-	ENST00000453352	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144507378	-	ENST00000636179	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144515948	-	ENST00000637304	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144516335	-	ENST00000638128	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144516457	-	ENST00000479735	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000303660	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000392861	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000409211	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000409487	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000419938	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000427902	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000431672	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000435831	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000444559	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000461784	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000465308	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000472146	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000476394	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000539609	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000558170	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000627532	ENSG00000169554	ZEB2	Yes
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000630572	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000636026	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000636471	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000636732	ENSG00000169554	ZEB2	No
chr2	144452655	cg12336777	intron	144430027	144517277	-	ENST00000637267	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144398851	144520151	-	ENST00000675069	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144455051	-	ENST00000440875	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144455051	-	ENST00000637045	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144470418	-	ENST00000637591	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144478987	-	ENST00000689298	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144482168	-	ENST00000636820	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144497707	-	ENST00000434448	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144497707	-	ENST00000453352	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144507378	-	ENST00000636179	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144515948	-	ENST00000637304	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144516335	-	ENST00000638128	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144516457	-	ENST00000479735	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000303660	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000392861	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000409211	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000409487	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000419938	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000427902	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000431672	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000435831	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000444559	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000461784	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000465308	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000472146	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000476394	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000539609	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000558170	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000627532	ENSG00000169554	ZEB2	Yes
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000630572	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000636026	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000636471	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000636732	ENSG00000169554	ZEB2	No
chr2	144455038	cg01956293	intron	144430027	144517277	-	ENST00000637267	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144398851	144520151	-	ENST00000675069	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144470418	-	ENST00000637591	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144478987	-	ENST00000689298	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144482168	-	ENST00000636820	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144497707	-	ENST00000434448	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144497707	-	ENST00000453352	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144507378	-	ENST00000636179	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144515948	-	ENST00000637304	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144516335	-	ENST00000638128	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144516457	-	ENST00000479735	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000303660	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000392861	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000409211	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000409487	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000419938	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000427902	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000431672	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000435831	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000444559	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000461784	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000465308	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000472146	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000476394	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000539609	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000558170	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000627532	ENSG00000169554	ZEB2	Yes
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000630572	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000636026	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000636471	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000636732	ENSG00000169554	ZEB2	No
chr2	144456737	cg15004542	intron	144430027	144517277	-	ENST00000637267	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144398851	144520151	-	ENST00000675069	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144470418	-	ENST00000637591	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144478987	-	ENST00000689298	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144482168	-	ENST00000636820	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144497707	-	ENST00000434448	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144497707	-	ENST00000453352	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144507378	-	ENST00000636179	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144515948	-	ENST00000637304	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144516335	-	ENST00000638128	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144516457	-	ENST00000479735	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000303660	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000392861	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000409211	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000409487	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000419938	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000427902	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000431672	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000435831	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000444559	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000461784	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000465308	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000472146	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000476394	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000539609	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000558170	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000627532	ENSG00000169554	ZEB2	Yes
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000630572	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000636026	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000636471	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000636732	ENSG00000169554	ZEB2	No
chr2	144459962	cg03209043	intron	144430027	144517277	-	ENST00000637267	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144398851	144520151	-	ENST00000675069	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144470418	-	ENST00000637591	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144478987	-	ENST00000689298	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144482168	-	ENST00000636820	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144497707	-	ENST00000434448	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144497707	-	ENST00000453352	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144507378	-	ENST00000636179	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144515948	-	ENST00000637304	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144516335	-	ENST00000638128	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144516457	-	ENST00000479735	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000303660	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000392861	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000409211	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000409487	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000419938	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000427902	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000431672	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000435831	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000444559	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000461784	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000465308	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000472146	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000476394	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000539609	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000558170	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000627532	ENSG00000169554	ZEB2	Yes
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000630572	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000636026	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000636471	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000636732	ENSG00000169554	ZEB2	No
chr2	144460570	cg12510267	intron	144430027	144517277	-	ENST00000637267	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	three_prime_UTR_extension	144460832	144461832	-	ENST00000484313	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	exon	144461112	144464078	-	ENST00000628473	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144398851	144520151	-	ENST00000675069	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144470418	-	ENST00000637591	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144478987	-	ENST00000689298	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144482168	-	ENST00000636820	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144497707	-	ENST00000434448	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144497707	-	ENST00000453352	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144507378	-	ENST00000636179	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144515948	-	ENST00000637304	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144516335	-	ENST00000638128	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144516457	-	ENST00000479735	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000303660	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000392861	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000409211	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000409487	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000419938	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000427902	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000431672	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000435831	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000444559	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000461784	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000465308	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000472146	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000476394	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000539609	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000558170	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000627532	ENSG00000169554	ZEB2	Yes
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000630572	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000636026	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000636471	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000636732	ENSG00000169554	ZEB2	No
chr2	144461384	cg20347155	intron	144430027	144517277	-	ENST00000637267	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144464343	144517277	-	ENST00000484313	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144398851	144520151	-	ENST00000675069	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144470418	-	ENST00000637591	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144478987	-	ENST00000689298	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144482168	-	ENST00000636820	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144497707	-	ENST00000434448	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144497707	-	ENST00000453352	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144507378	-	ENST00000636179	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144515948	-	ENST00000637304	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144516335	-	ENST00000638128	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144516457	-	ENST00000479735	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000303660	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000392861	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000409211	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000409487	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000419938	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000427902	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000431672	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000435831	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000444559	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000461784	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000465308	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000472146	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000476394	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000539609	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000558170	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000627532	ENSG00000169554	ZEB2	Yes
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000630572	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000636026	ENSG00000169554	ZEB2	No
chr2	144466856	cg05127633	intron	144430027	144517277	-	ENST00000636471	ENSG00000169554	ZEB2	No
