pathway_id	pathway_name	genes	control_cohort	count_with_plp_case	count_without_plp_case	count_with_plp_control	count_without_plp_control	p	OR	ci.int1	ci.int2	FDR	database
HALLMARK_ANGIOGENESIS	Angiogenesis	VCAN,POSTN,FSTL1,LRPAP1,STC1,LPL,VEGFA,PF4,THBD,FGFR1,TNFRSF21,CCND2,COL5A2,ITGAV,SERPINA5,KCNJ8,APP,JAG1,COL3A1,SPP1,NRP1,OLR1,PDGFA,PTK2,SLCO2A1,PGLYRP1,VAV2,S100A4,MSX1,VTN,TIMP1,APOH,PRG2,JAG2,LUM,CXCL6	PMBB_noCancer	5	833	56	8013	1	0.85887859	0.267714411	2.134625127	1	Hallmark
HALLMARK_ANGIOGENESIS	Angiogenesis	VCAN,POSTN,FSTL1,LRPAP1,STC1,LPL,VEGFA,PF4,THBD,FGFR1,TNFRSF21,CCND2,COL5A2,ITGAV,SERPINA5,KCNJ8,APP,JAG1,COL3A1,SPP1,NRP1,OLR1,PDGFA,PTK2,SLCO2A1,PGLYRP1,VAV2,S100A4,MSX1,VTN,TIMP1,APOH,PRG2,JAG2,LUM,CXCL6	PMBB_noTumor	5	833	44	6251	1	0.852738356	0.263132608	2.153360586	1	Hallmark
HALLMARK_APICAL_JUNCTION	Apical junction	ACTN1,CLDN7,ACTN3,CLDN19,DLG1,TJP1,COL17A1,NECTIN1,CLDN9,CDH3,CTNND1,CDH1,LIMA1,VCL,SHROOM2,NECTIN3,NECTIN2,CLDN14,PTPRC,THY1,VASP,ITGB1,ZYX,ACTN4,CLDN4,CADM3,ITGA3,NF2,B4GALT1,NEXN,CDH6,ADAM15,PTK2,HADH,LAMB3,CLDN11,CDH4,IRS1,SORBS3,CLDN8,EVL,CLDN15,THBS3,NECTIN4,JAM3,CDH11,ITGB4,RASA1,AKT2,TMEM8B,LAMA3,RSU1,ICAM1,CLDN18,GTF2F1,TSC1,LAMC2,NRAP,CTNNA1,CD99,FSCN1,COL16A1,GNAI2,TGFBI,PALS1,JUP,ACTN2,INSIG1,LAYN,PFN1,CNN2,TAOK2,AMIGO2,MDK,INPPL1,CLDN6,ARPC2,SRC,PBX2,MAPK14,MAP4K2,PTEN,CALB2,CNTN1,TSPAN4,VCAN,CDH8,ATP1A3,EPB41L2,MYL9,SPEG,ADRA1B,SYK,CADM2,ALOX15B,CX3CL1,MYH10,DMP1,CDSN,MAPK13,MYL12B,RAC2,FBN1,DSC1,CD34,ICAM4,MSN,MAPK11,ACTC1,TRAF1,CRB3,ITGA2,ITGA10,BAIAP2,ARHGEF6,ACTG1,MVD,PDZD3,ADAM9,PCDH1,SLIT2,KRT31,SGCE,GNAI1,PIK3CB,NLGN2,YWHAH,PARVA,CRAT,ADAMTS5,AMH,EGFR,ICAM2,CD274,CDH15,SHC1,MPZL2,WNK4,NFASC,PIK3R3,SDC3,SIRPA,GRB7,FLNC,PARD6G,COL9A1,NRXN2,MAP3K20,SLC30A3,RHOF,BMP1,MMP2,ICAM5,VWF,MYH9,CD209,VCAM1,DHX16,ACTG2,NEGR1,NF1,ADAM23,PLCG1,KCNH2,CERCAM,NRTN,IKBKG,DSC3,ACTB,TUBG1,PPP2R2C,HRAS,MMP9,TNFRSF11B,PKD1,CDK8,FYB1,AMIGO1,CD276,GAMT,NLGN3,SKAP2,RRAS,CAP1,EXOC4,ACTA1,TIAL1,LDLRAP1,VAV2,AKT3,SYMPK,STX4,PECAM1,MADCAM1,ITGA9,CD86,TRO,CLDN5,MPZL1,WASL	gnomAD	68	770	2102	71921	5.52e-14	3.021523374	2.313462137	3.891694344	2.76e-12	Hallmark
HALLMARK_APICAL_JUNCTION	Apical junction	ACTN1,CLDN7,ACTN3,CLDN19,DLG1,TJP1,COL17A1,NECTIN1,CLDN9,CDH3,CTNND1,CDH1,LIMA1,VCL,SHROOM2,NECTIN3,NECTIN2,CLDN14,PTPRC,THY1,VASP,ITGB1,ZYX,ACTN4,CLDN4,CADM3,ITGA3,NF2,B4GALT1,NEXN,CDH6,ADAM15,PTK2,HADH,LAMB3,CLDN11,CDH4,IRS1,SORBS3,CLDN8,EVL,CLDN15,THBS3,NECTIN4,JAM3,CDH11,ITGB4,RASA1,AKT2,TMEM8B,LAMA3,RSU1,ICAM1,CLDN18,GTF2F1,TSC1,LAMC2,NRAP,CTNNA1,CD99,FSCN1,COL16A1,GNAI2,TGFBI,PALS1,JUP,ACTN2,INSIG1,LAYN,PFN1,CNN2,TAOK2,AMIGO2,MDK,INPPL1,CLDN6,ARPC2,SRC,PBX2,MAPK14,MAP4K2,PTEN,CALB2,CNTN1,TSPAN4,VCAN,CDH8,ATP1A3,EPB41L2,MYL9,SPEG,ADRA1B,SYK,CADM2,ALOX15B,CX3CL1,MYH10,DMP1,CDSN,MAPK13,MYL12B,RAC2,FBN1,DSC1,CD34,ICAM4,MSN,MAPK11,ACTC1,TRAF1,CRB3,ITGA2,ITGA10,BAIAP2,ARHGEF6,ACTG1,MVD,PDZD3,ADAM9,PCDH1,SLIT2,KRT31,SGCE,GNAI1,PIK3CB,NLGN2,YWHAH,PARVA,CRAT,ADAMTS5,AMH,EGFR,ICAM2,CD274,CDH15,SHC1,MPZL2,WNK4,NFASC,PIK3R3,SDC3,SIRPA,GRB7,FLNC,PARD6G,COL9A1,NRXN2,MAP3K20,SLC30A3,RHOF,BMP1,MMP2,ICAM5,VWF,MYH9,CD209,VCAM1,DHX16,ACTG2,NEGR1,NF1,ADAM23,PLCG1,KCNH2,CERCAM,NRTN,IKBKG,DSC3,ACTB,TUBG1,PPP2R2C,HRAS,MMP9,TNFRSF11B,PKD1,CDK8,FYB1,AMIGO1,CD276,GAMT,NLGN3,SKAP2,RRAS,CAP1,EXOC4,ACTA1,TIAL1,LDLRAP1,VAV2,AKT3,SYMPK,STX4,PECAM1,MADCAM1,ITGA9,CD86,TRO,CLDN5,MPZL1,WASL	PMBB_noCancer	68	770	467	7602	0.00924225	1.437498825	1.086032045	1.879136848	0.462112481	Hallmark
HALLMARK_APICAL_JUNCTION	Apical junction	ACTN1,CLDN7,ACTN3,CLDN19,DLG1,TJP1,COL17A1,NECTIN1,CLDN9,CDH3,CTNND1,CDH1,LIMA1,VCL,SHROOM2,NECTIN3,NECTIN2,CLDN14,PTPRC,THY1,VASP,ITGB1,ZYX,ACTN4,CLDN4,CADM3,ITGA3,NF2,B4GALT1,NEXN,CDH6,ADAM15,PTK2,HADH,LAMB3,CLDN11,CDH4,IRS1,SORBS3,CLDN8,EVL,CLDN15,THBS3,NECTIN4,JAM3,CDH11,ITGB4,RASA1,AKT2,TMEM8B,LAMA3,RSU1,ICAM1,CLDN18,GTF2F1,TSC1,LAMC2,NRAP,CTNNA1,CD99,FSCN1,COL16A1,GNAI2,TGFBI,PALS1,JUP,ACTN2,INSIG1,LAYN,PFN1,CNN2,TAOK2,AMIGO2,MDK,INPPL1,CLDN6,ARPC2,SRC,PBX2,MAPK14,MAP4K2,PTEN,CALB2,CNTN1,TSPAN4,VCAN,CDH8,ATP1A3,EPB41L2,MYL9,SPEG,ADRA1B,SYK,CADM2,ALOX15B,CX3CL1,MYH10,DMP1,CDSN,MAPK13,MYL12B,RAC2,FBN1,DSC1,CD34,ICAM4,MSN,MAPK11,ACTC1,TRAF1,CRB3,ITGA2,ITGA10,BAIAP2,ARHGEF6,ACTG1,MVD,PDZD3,ADAM9,PCDH1,SLIT2,KRT31,SGCE,GNAI1,PIK3CB,NLGN2,YWHAH,PARVA,CRAT,ADAMTS5,AMH,EGFR,ICAM2,CD274,CDH15,SHC1,MPZL2,WNK4,NFASC,PIK3R3,SDC3,SIRPA,GRB7,FLNC,PARD6G,COL9A1,NRXN2,MAP3K20,SLC30A3,RHOF,BMP1,MMP2,ICAM5,VWF,MYH9,CD209,VCAM1,DHX16,ACTG2,NEGR1,NF1,ADAM23,PLCG1,KCNH2,CERCAM,NRTN,IKBKG,DSC3,ACTB,TUBG1,PPP2R2C,HRAS,MMP9,TNFRSF11B,PKD1,CDK8,FYB1,AMIGO1,CD276,GAMT,NLGN3,SKAP2,RRAS,CAP1,EXOC4,ACTA1,TIAL1,LDLRAP1,VAV2,AKT3,SYMPK,STX4,PECAM1,MADCAM1,ITGA9,CD86,TRO,CLDN5,MPZL1,WASL	PMBB_noTumor	68	770	376	5919	0.018274264	1.390130053	1.04602355	1.825433026	0.913713203	Hallmark
HALLMARK_APICAL_SURFACE	Apical surface	B4GALT1,RHCG,MAL,LYPD3,PKHD1,ATP6V0A4,CRYBG1,SHROOM2,SRPX,MDGA1,TMEM8B,THY1,PCSK9,EPHB4,DCBLD2,GHRL,LYN,GAS1,FLOT2,PLAUR,AKAP7,ATP8B1,EFNA5,SLC34A3,APP,GSTM3,HSPB1,SLC2A4,IL2RB,RTN4RL1,NCOA6,SULF2,ADAM10,BRCA1,GATA3,AFAP1L2,IL2RG,CD160,ADIPOR2,SLC22A12,NTNG1,SCUBE1,CX3CL1,CROCC	gnomAD	13	825	733	73290	0.112063998	1.575507619	0.83129599	2.726093457	1	Hallmark
HALLMARK_APICAL_SURFACE	Apical surface	B4GALT1,RHCG,MAL,LYPD3,PKHD1,ATP6V0A4,CRYBG1,SHROOM2,SRPX,MDGA1,TMEM8B,THY1,PCSK9,EPHB4,DCBLD2,GHRL,LYN,GAS1,FLOT2,PLAUR,AKAP7,ATP8B1,EFNA5,SLC34A3,APP,GSTM3,HSPB1,SLC2A4,IL2RB,RTN4RL1,NCOA6,SULF2,ADAM10,BRCA1,GATA3,AFAP1L2,IL2RG,CD160,ADIPOR2,SLC22A12,NTNG1,SCUBE1,CX3CL1,CROCC	PMBB_noCancer	13	825	162	7907	0.432979347	0.769146281	0.399054269	1.360519607	1	Hallmark
HALLMARK_APICAL_SURFACE	Apical surface	B4GALT1,RHCG,MAL,LYPD3,PKHD1,ATP6V0A4,CRYBG1,SHROOM2,SRPX,MDGA1,TMEM8B,THY1,PCSK9,EPHB4,DCBLD2,GHRL,LYN,GAS1,FLOT2,PLAUR,AKAP7,ATP8B1,EFNA5,SLC34A3,APP,GSTM3,HSPB1,SLC2A4,IL2RB,RTN4RL1,NCOA6,SULF2,ADAM10,BRCA1,GATA3,AFAP1L2,IL2RG,CD160,ADIPOR2,SLC22A12,NTNG1,SCUBE1,CX3CL1,CROCC	PMBB_noTumor	13	825	129	6166	0.428388155	0.753214942	0.388662171	1.341992669	1	Hallmark
HALLMARK_APOPTOSIS	Apoptosis	CASP3,CASP9,DFFA,CASP7,CFLAR,BIRC3,PMAIP1,CASP8,JUN,BCL2L11,MCL1,IL1B,SPTAN1,DIABLO,BAX,BIK,IL1A,BID,CDKN1A,GADD45A,DDIT3,CDKN1B,TNF,GSN,TNFSF10,CASP6,SQSTM1,FASLG,EGR3,CD44,FAS,IL18,IGFBP6,PRF1,DAP,CCND1,BTG3,F2R,SATB1,BNIP3L,CASP4,TNFRSF12A,CREBBP,RHOB,GPX3,PDGFRB,TSPO,CCND2,XIAP,TIMP1,CTNNB1,IRF1,HSPB1,ADD1,TIMP2,BTG2,TIMP3,LEF1,CASP1,GPX1,BCL10,IGF2R,CDC25B,AIFM3,CD38,PPP3R1,HGF,CLU,ATF3,LGALS3,LUM,LMNA,GADD45B,CDK2,IFNB1,RETSAT,SMAD7,SOD1,PTK2,ENO2,HMOX1,IER3,BCL2L10,CD2,GCH1,MMP2,VDAC2,TAP1,PLAT,IFNGR1,APP,BRCA1,ROCK1,PSEN1,DCN,PSEN2,SOD2,BMF,EREG,KRT18,TGFB2,RELA,WEE1,RARA,CD14,CD69,PEA15,DNAJC3,CASP2,CTH,PLCB2,BMP2,HMGB2,PLPPR4,H1-0,TGFBR3,EBP,TXNIP,ANKH,RHOT2,CYLD,GSTM1,GSR,BGN,BCL2L1,GNA15,MGMT,PPT1,F2,IL6,SC5D,IFITM3,RNASEL,EMP1,CAV1,DNM1L,ANXA1,TOP2A,ISG20,SLC20A1,MADD,PPP2R5B,BCAP31,ERBB3,NEDD9,SAT1,PDCD4,BCL2L2,FEZ1,ERBB2,DNAJA1,DAP3,DPYD,NEFH,PAK1,FDXR,GPX4,ETF1,CCNA1,GUCY2D,AVPR1A	gnomAD	32	806	1564	72459	0.001648985	1.839432642	1.245106015	2.628808644	0.082449228	Hallmark
HALLMARK_APOPTOSIS	Apoptosis	CASP3,CASP9,DFFA,CASP7,CFLAR,BIRC3,PMAIP1,CASP8,JUN,BCL2L11,MCL1,IL1B,SPTAN1,DIABLO,BAX,BIK,IL1A,BID,CDKN1A,GADD45A,DDIT3,CDKN1B,TNF,GSN,TNFSF10,CASP6,SQSTM1,FASLG,EGR3,CD44,FAS,IL18,IGFBP6,PRF1,DAP,CCND1,BTG3,F2R,SATB1,BNIP3L,CASP4,TNFRSF12A,CREBBP,RHOB,GPX3,PDGFRB,TSPO,CCND2,XIAP,TIMP1,CTNNB1,IRF1,HSPB1,ADD1,TIMP2,BTG2,TIMP3,LEF1,CASP1,GPX1,BCL10,IGF2R,CDC25B,AIFM3,CD38,PPP3R1,HGF,CLU,ATF3,LGALS3,LUM,LMNA,GADD45B,CDK2,IFNB1,RETSAT,SMAD7,SOD1,PTK2,ENO2,HMOX1,IER3,BCL2L10,CD2,GCH1,MMP2,VDAC2,TAP1,PLAT,IFNGR1,APP,BRCA1,ROCK1,PSEN1,DCN,PSEN2,SOD2,BMF,EREG,KRT18,TGFB2,RELA,WEE1,RARA,CD14,CD69,PEA15,DNAJC3,CASP2,CTH,PLCB2,BMP2,HMGB2,PLPPR4,H1-0,TGFBR3,EBP,TXNIP,ANKH,RHOT2,CYLD,GSTM1,GSR,BGN,BCL2L1,GNA15,MGMT,PPT1,F2,IL6,SC5D,IFITM3,RNASEL,EMP1,CAV1,DNM1L,ANXA1,TOP2A,ISG20,SLC20A1,MADD,PPP2R5B,BCAP31,ERBB3,NEDD9,SAT1,PDCD4,BCL2L2,FEZ1,ERBB2,DNAJA1,DAP3,DPYD,NEFH,PAK1,FDXR,GPX4,ETF1,CCNA1,GUCY2D,AVPR1A	PMBB_noCancer	32	806	330	7739	0.78283147	0.93107739	0.621944449	1.351785379	1	Hallmark
HALLMARK_APOPTOSIS	Apoptosis	CASP3,CASP9,DFFA,CASP7,CFLAR,BIRC3,PMAIP1,CASP8,JUN,BCL2L11,MCL1,IL1B,SPTAN1,DIABLO,BAX,BIK,IL1A,BID,CDKN1A,GADD45A,DDIT3,CDKN1B,TNF,GSN,TNFSF10,CASP6,SQSTM1,FASLG,EGR3,CD44,FAS,IL18,IGFBP6,PRF1,DAP,CCND1,BTG3,F2R,SATB1,BNIP3L,CASP4,TNFRSF12A,CREBBP,RHOB,GPX3,PDGFRB,TSPO,CCND2,XIAP,TIMP1,CTNNB1,IRF1,HSPB1,ADD1,TIMP2,BTG2,TIMP3,LEF1,CASP1,GPX1,BCL10,IGF2R,CDC25B,AIFM3,CD38,PPP3R1,HGF,CLU,ATF3,LGALS3,LUM,LMNA,GADD45B,CDK2,IFNB1,RETSAT,SMAD7,SOD1,PTK2,ENO2,HMOX1,IER3,BCL2L10,CD2,GCH1,MMP2,VDAC2,TAP1,PLAT,IFNGR1,APP,BRCA1,ROCK1,PSEN1,DCN,PSEN2,SOD2,BMF,EREG,KRT18,TGFB2,RELA,WEE1,RARA,CD14,CD69,PEA15,DNAJC3,CASP2,CTH,PLCB2,BMP2,HMGB2,PLPPR4,H1-0,TGFBR3,EBP,TXNIP,ANKH,RHOT2,CYLD,GSTM1,GSR,BGN,BCL2L1,GNA15,MGMT,PPT1,F2,IL6,SC5D,IFITM3,RNASEL,EMP1,CAV1,DNM1L,ANXA1,TOP2A,ISG20,SLC20A1,MADD,PPP2R5B,BCAP31,ERBB3,NEDD9,SAT1,PDCD4,BCL2L2,FEZ1,ERBB2,DNAJA1,DAP3,DPYD,NEFH,PAK1,FDXR,GPX4,ETF1,CCNA1,GUCY2D,AVPR1A	PMBB_noTumor	32	806	266	6029	0.646076343	0.89985535	0.598723061	1.312598684	1	Hallmark
HALLMARK_BILE_ACID_METABOLISM	Bile acid metabolism	SCP2,ABCD3,SLC27A2,HSD3B7,HSD17B4,AKR1D1,ABCD2,PEX1,CYP8B1,PNPLA8,PHYH,SLC27A5,CYP7B1,CYP27A1,PEX26,AGXT,PEX7,CROT,CYP39A1,ABCA3,CYP7A1,HACL1,PIPOX,PEX6,SOD1,GNPAT,HSD3B1,ABCA2,HAO1,PEX16,ABCD1,ACSL1,MLYCD,ABCG8,AQP9,ISOC1,NR1H4,PEX19,NPC1,HSD17B11,AMACR,CYP46A1,PEX13,IDH1,PEX11A,HSD17B6,EPHX2,PRDX5,PXMP2,BBOX1,FADS2,ALDH9A1,APOA1,OPTN,GSTK1,ABCG4,ALDH8A1,NR3C2,ABCA6,RETSAT,FADS1,PECR,PEX12,CAT,GNMT,ABCA9,ACSL5,LONP2,DHCR24,ABCA8,PFKM,DIO1,RXRA,FDXR,TTR,KLF1,SLC29A1,BCAR3,LCK,PEX11G,SLCO1A2,ALDH1A1,SULT1B1,NR1I2,GC,ABCA4,SLC35B2,SLC23A1,NUDT12,ABCA1,PAOX,SLC22A18,DIO2,RBP1,SLC23A2,ATXN1,GCLM,NEDD4,RXRG,AR,BMP6,SERPINA6,LIPE,EFHC1,IDH2,IDI1,CH25H,ABCA5,SULT2B1,SOAT2,TFCP2L1,NR0B2	gnomAD	51	787	2278	71745	7.89e-6	2.040982022	1.501728647	2.720031867	3.94684e-4	Hallmark
HALLMARK_BILE_ACID_METABOLISM	Bile acid metabolism	SCP2,ABCD3,SLC27A2,HSD3B7,HSD17B4,AKR1D1,ABCD2,PEX1,CYP8B1,PNPLA8,PHYH,SLC27A5,CYP7B1,CYP27A1,PEX26,AGXT,PEX7,CROT,CYP39A1,ABCA3,CYP7A1,HACL1,PIPOX,PEX6,SOD1,GNPAT,HSD3B1,ABCA2,HAO1,PEX16,ABCD1,ACSL1,MLYCD,ABCG8,AQP9,ISOC1,NR1H4,PEX19,NPC1,HSD17B11,AMACR,CYP46A1,PEX13,IDH1,PEX11A,HSD17B6,EPHX2,PRDX5,PXMP2,BBOX1,FADS2,ALDH9A1,APOA1,OPTN,GSTK1,ABCG4,ALDH8A1,NR3C2,ABCA6,RETSAT,FADS1,PECR,PEX12,CAT,GNMT,ABCA9,ACSL5,LONP2,DHCR24,ABCA8,PFKM,DIO1,RXRA,FDXR,TTR,KLF1,SLC29A1,BCAR3,LCK,PEX11G,SLCO1A2,ALDH1A1,SULT1B1,NR1I2,GC,ABCA4,SLC35B2,SLC23A1,NUDT12,ABCA1,PAOX,SLC22A18,DIO2,RBP1,SLC23A2,ATXN1,GCLM,NEDD4,RXRG,AR,BMP6,SERPINA6,LIPE,EFHC1,IDH2,IDI1,CH25H,ABCA5,SULT2B1,SOAT2,TFCP2L1,NR0B2	PMBB_noCancer	51	787	550	7519	0.469318891	0.885898108	0.645412487	1.194137613	1	Hallmark
HALLMARK_BILE_ACID_METABOLISM	Bile acid metabolism	SCP2,ABCD3,SLC27A2,HSD3B7,HSD17B4,AKR1D1,ABCD2,PEX1,CYP8B1,PNPLA8,PHYH,SLC27A5,CYP7B1,CYP27A1,PEX26,AGXT,PEX7,CROT,CYP39A1,ABCA3,CYP7A1,HACL1,PIPOX,PEX6,SOD1,GNPAT,HSD3B1,ABCA2,HAO1,PEX16,ABCD1,ACSL1,MLYCD,ABCG8,AQP9,ISOC1,NR1H4,PEX19,NPC1,HSD17B11,AMACR,CYP46A1,PEX13,IDH1,PEX11A,HSD17B6,EPHX2,PRDX5,PXMP2,BBOX1,FADS2,ALDH9A1,APOA1,OPTN,GSTK1,ABCG4,ALDH8A1,NR3C2,ABCA6,RETSAT,FADS1,PECR,PEX12,CAT,GNMT,ABCA9,ACSL5,LONP2,DHCR24,ABCA8,PFKM,DIO1,RXRA,FDXR,TTR,KLF1,SLC29A1,BCAR3,LCK,PEX11G,SLCO1A2,ALDH1A1,SULT1B1,NR1I2,GC,ABCA4,SLC35B2,SLC23A1,NUDT12,ABCA1,PAOX,SLC22A18,DIO2,RBP1,SLC23A2,ATXN1,GCLM,NEDD4,RXRG,AR,BMP6,SERPINA6,LIPE,EFHC1,IDH2,IDI1,CH25H,ABCA5,SULT2B1,SOAT2,TFCP2L1,NR0B2	PMBB_noTumor	51	787	433	5862	0.421720903	0.877334754	0.636943497	1.187180053	1	Hallmark
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Cholesterol homeostasis	FDPS,CYP51A1,IDI1,FDFT1,DHCR7,SQLE,HMGCS1,NSDHL,LSS,MVD,LDLR,TM7SF2,ALDOC,EBP,SCD,PMVK,MVK,LPL,SC5D,FADS2,HMGCR,HSD17B7,ANXA13,SREBF2,PCYT2,ACSS2,ATF3,ADH4,ETHE1,ECH1,CBS,GUSB,FASN,LGALS3,ATF5,ANXA5,TP53INP1,CHKA,GSTM2,ACAT2,AVPR1A,PLSCR1,CLU,ERRFI1,TRIB3,CXCL16,TNFRSF12A,ACTG1,JAG1,LGMN,FBXO6,GPX8,PNRC1,ANTXR2,MAL2,CD9,PPARG,GLDC,STX5,STARD4,CTNNB1,TMEM97,NIBAN1,PDK3,PLAUR,SEMA3B,GNAI1,ABCA2,ATXN2,NFIL3,ALCAM,FABP5,S100A11,CPEB2	gnomAD	25	813	995	73028	4.00291e-4	2.256876997	1.444736518	3.375856829	0.020014557999999998	Hallmark
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Cholesterol homeostasis	FDPS,CYP51A1,IDI1,FDFT1,DHCR7,SQLE,HMGCS1,NSDHL,LSS,MVD,LDLR,TM7SF2,ALDOC,EBP,SCD,PMVK,MVK,LPL,SC5D,FADS2,HMGCR,HSD17B7,ANXA13,SREBF2,PCYT2,ACSS2,ATF3,ADH4,ETHE1,ECH1,CBS,GUSB,FASN,LGALS3,ATF5,ANXA5,TP53INP1,CHKA,GSTM2,ACAT2,AVPR1A,PLSCR1,CLU,ERRFI1,TRIB3,CXCL16,TNFRSF12A,ACTG1,JAG1,LGMN,FBXO6,GPX8,PNRC1,ANTXR2,MAL2,CD9,PPARG,GLDC,STX5,STARD4,CTNNB1,TMEM97,NIBAN1,PDK3,PLAUR,SEMA3B,GNAI1,ABCA2,ATXN2,NFIL3,ALCAM,FABP5,S100A11,CPEB2	PMBB_noCancer	25	813	204	7865	0.421635068	1.18552004	0.744775127	1.814117301	1	Hallmark
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Cholesterol homeostasis	FDPS,CYP51A1,IDI1,FDFT1,DHCR7,SQLE,HMGCS1,NSDHL,LSS,MVD,LDLR,TM7SF2,ALDOC,EBP,SCD,PMVK,MVK,LPL,SC5D,FADS2,HMGCR,HSD17B7,ANXA13,SREBF2,PCYT2,ACSS2,ATF3,ADH4,ETHE1,ECH1,CBS,GUSB,FASN,LGALS3,ATF5,ANXA5,TP53INP1,CHKA,GSTM2,ACAT2,AVPR1A,PLSCR1,CLU,ERRFI1,TRIB3,CXCL16,TNFRSF12A,ACTG1,JAG1,LGMN,FBXO6,GPX8,PNRC1,ANTXR2,MAL2,CD9,PPARG,GLDC,STX5,STARD4,CTNNB1,TMEM97,NIBAN1,PDK3,PLAUR,SEMA3B,GNAI1,ABCA2,ATXN2,NFIL3,ALCAM,FABP5,S100A11,CPEB2	PMBB_noTumor	25	813	154	6141	0.34667926	1.226178156	0.764679092	1.89327362	1	Hallmark
HALLMARK_COAGULATION	Coagulation	F2,PROC,C1S,MMP14,F10,PLG,C1R,SERPINE1,SERPING1,C2,F12,CFI,MMP2,C3,F9,CTSO,TMPRSS6,MMP9,PROZ,MMP1,CFB,BMP1,VWF,FGA,F11,THBD,FURIN,MMP11,F8,LGMN,HPN,CTSB,MBL2,F13B,TIMP1,CTSV,MMP8,A2M,MMP10,MASP2,FGG,C8A,PLAU,ADAM9,GSN,CAPN2,PLAT,FN1,CTSH,OLR1,SPARC,RGN,C8B,LAMP2,C9,PROS1,CLU,F2RL2,CD9,CFH,PREP,LTA4H,GP9,DUSP14,CTSK,GDA,CASP9,APOC1,CRIP2,KLK8,SERPINC1,ANXA1,ITIH1,PRSS23,FBN1,MST1,F3,KLF7,CTSE,ITGB3,CAPN5,CSRP1,KLKB1,MSRB2,TFPI2,MMP3,MEP1A,GP1BA,APOA1,SERPINA1,TF,PEF1,GNG12,SIRT2,COMP,HTRA1,MAFF,LRP1,PF4,CPQ,MMP15,RABIF,HRG,C8G,APOC2,SERPINB2,RAPGEF3,CPN1,ITGA2,RAC1,DPP4,WDR1,THBS1,FYN,PDGFB,SH2B2,PECAM1,MMP7,DUSP6,CPB2,S100A13,CFD,DCT,LEFTY2,ANG,C1QA,HMGCS2,ISCU,PLEK,APOC3,P2RY1,USP11,TIMP3,ACOX2,HNF4A,S100A1,GNB2,ARF4	PMBB_noCancer	58	780	427	7642	0.054485496	1.330749034	0.98377726	1.773203992	1	Hallmark
HALLMARK_COAGULATION	Coagulation	F2,PROC,C1S,MMP14,F10,PLG,C1R,SERPINE1,SERPING1,C2,F12,CFI,MMP2,C3,F9,CTSO,TMPRSS6,MMP9,PROZ,MMP1,CFB,BMP1,VWF,FGA,F11,THBD,FURIN,MMP11,F8,LGMN,HPN,CTSB,MBL2,F13B,TIMP1,CTSV,MMP8,A2M,MMP10,MASP2,FGG,C8A,PLAU,ADAM9,GSN,CAPN2,PLAT,FN1,CTSH,OLR1,SPARC,RGN,C8B,LAMP2,C9,PROS1,CLU,F2RL2,CD9,CFH,PREP,LTA4H,GP9,DUSP14,CTSK,GDA,CASP9,APOC1,CRIP2,KLK8,SERPINC1,ANXA1,ITIH1,PRSS23,FBN1,MST1,F3,KLF7,CTSE,ITGB3,CAPN5,CSRP1,KLKB1,MSRB2,TFPI2,MMP3,MEP1A,GP1BA,APOA1,SERPINA1,TF,PEF1,GNG12,SIRT2,COMP,HTRA1,MAFF,LRP1,PF4,CPQ,MMP15,RABIF,HRG,C8G,APOC2,SERPINB2,RAPGEF3,CPN1,ITGA2,RAC1,DPP4,WDR1,THBS1,FYN,PDGFB,SH2B2,PECAM1,MMP7,DUSP6,CPB2,S100A13,CFD,DCT,LEFTY2,ANG,C1QA,HMGCS2,ISCU,PLEK,APOC3,P2RY1,USP11,TIMP3,ACOX2,HNF4A,S100A1,GNB2,ARF4	gnomAD	58	780	1996	72027	2.98e-10	2.683098329	2.010946533	3.520597387	1.49e-8	Hallmark
