pathway_name	plot_group	n_plp	n_no_plp	OR	p	ci.int1	ci.int2	padj	cohort	perc_plp	fraction	hist_pathway
CYTOKINE CYTOKINE RECEPTOR INTERACTION	Low-grade glioma	2672	71351	0.6181300846462138	0.3656864678935119	0.19853093672780844	1.466745994262681	1	gnomAD	3.6096888804830933	2672/74023	Low-grade glioma: CYTOKINE CYTOKINE RECEPTOR INTERACTION
MEDICUS: CA2 ENTRY VOLTAGE GATED CA2 CHANNEL	Mixed neuronal-glial tumor	1198	72825	1.57889364373086	0.36669082295310584	0.1876199069026616	5.9127910384649764	1	gnomAD	1.6184158977615066	1198/74023	Mixed neuronal-glial tumor: MEDICUS: CA2 ENTRY VOLTAGE GATED CA2 CHANNEL
STARCH AND SUCROSE METABOLISM	Ependymoma	249	6046	1.4494987371018553	0.3670355535002319	0.38078026247627855	3.9341280119014708	1	PMBB	3.955520254169976	249/6295	Ependymoma: STARCH AND SUCROSE METABOLISM
TYPE II DIABETES MELLITUS	DIPG or DMG	1787	72236	1.58518309951884	0.36731736289900935	0.1867683323728008	6.0358205349373835	1	gnomAD	2.414114531969793	1787/74023	DIPG or DMG: TYPE II DIABETES MELLITUS
PEROXISOME	Craniopharyngioma	2431	71592	1.5918378752525777	0.36817701682498044	0.18574792584591157	6.177660436291064	1	gnomAD	3.2841143968766464	2431/74023	Craniopharyngioma: PEROXISOME
PARKINSONS DISEASE	Other high-grade glioma	106	6189	1.577859059701995	0.37049416622735293	0.18517481466315971	6.0467074924172515	1	PMBB	1.6838760921366165	106/6295	Other high-grade glioma: PARKINSONS DISEASE
MEDICUS: EP NE ADRB CAMP SIGNALING PATHWAY	Low-grade glioma	36	6259	1.587613000343568	0.37123910602472315	0.1840203907920181	6.2358805696543875	1	PMBB	0.5718824463860206	36/6295	Low-grade glioma: MEDICUS: EP NE ADRB CAMP SIGNALING PATHWAY
PARKINSONS DISEASE	Other high-grade glioma	1258	72765	1.5632532036450624	0.37139221583508036	0.18563870361998933	5.861700010284295	1	gnomAD	1.6994717857963064	1258/74023	Other high-grade glioma: PARKINSONS DISEASE
PANCREATIC CANCER	Medulloblastoma	999	73024	1.5552164942912399	0.37271796234765303	0.185351595860712	5.791064303897789	1	gnomAD	1.34958053577942	999/74023	Medulloblastoma: PANCREATIC CANCER
MEDICUS: LHCGR GNAS PKA SIGNALING PATHWAY	Low-grade glioma	435	73588	1.544867976153427	0.3739324812081216	0.185316852058732	5.6812493636780115	1	gnomAD	0.5876551882523	435/74023	Low-grade glioma: MEDICUS: LHCGR GNAS PKA SIGNALING PATHWAY
MEDICUS: RTK PLCG ITPR SIGNALING PATHWAY	Other high-grade glioma	107	6188	1.5628610208545044	0.3747922425250743	0.18343555524586758	5.98786390466813	1	PMBB	1.6997617156473392	107/6295	Other high-grade glioma: MEDICUS: RTK PLCG ITPR SIGNALING PATHWAY
ETHER LIPID METABOLISM	Low-grade glioma	436	73587	1.5413029706177277	0.37499161865956887	0.18489037931832433	5.6680660674222505	1	gnomAD	0.5890061197195466	436/74023	Low-grade glioma: ETHER LIPID METABOLISM
APOPTOSIS	Mixed neuronal-glial tumor	103	6192	1.5613080545697904	0.3751829258491885	0.18329315048649236	5.979358866636225	1	PMBB	1.6362192216044478	103/6295	Mixed neuronal-glial tumor: APOPTOSIS
NATURAL KILLER CELL MEDIATED CYTOTOXICITY	Low-grade glioma	953	73070	1.4133021273078143	0.3752460602194281	0.380868142655101	3.6826581225402224	1	gnomAD	1.2874376882860732	953/74023	Low-grade glioma: NATURAL KILLER CELL MEDIATED CYTOTOXICITY
MEDICUS: BETA OXIDATION	Ependymoma	1360	72663	1.54861608232807	0.37603885957093397	0.18367199250092592	5.82080881933496	1	gnomAD	1.8372667954554667	1360/74023	Ependymoma: MEDICUS: BETA OXIDATION
MEDICUS: GF RTK RAS ERK SIGNALING PATHWAY	Ependymoma	1361	72662	1.547456714396643	0.37638174135012104	0.1835345660608527	5.816444983362761	1	gnomAD	1.8386177269227133	1361/74023	Ependymoma: MEDICUS: GF RTK RAS ERK SIGNALING PATHWAY
ENDOCYTOSIS	Low-grade glioma	1770	72253	1.335255180320818	0.3789134085333634	0.5296554828107128	2.804881913050591	1	gnomAD	2.3911486970266	1770/74023	Low-grade glioma: ENDOCYTOSIS
CITRATE CYCLE TCA CYCLE	Mixed neuronal-glial tumor	1234	72789	1.5320653834110163	0.38043079393528806	0.18205919562603623	5.7371460684424225	1	gnomAD	1.6670494305823866	1234/74023	Mixed neuronal-glial tumor: CITRATE CYCLE TCA CYCLE
PURINE METABOLISM	Meningioma	330	5965	1.5716472563203945	0.3810216072223218	0.17884512655892038	6.406495071108118	1	PMBB	5.242255758538523	330/6295	Meningioma: PURINE METABOLISM
MEDICUS: VALINE DEGRADATION	Other high-grade glioma	109	6186	1.5336901753809227	0.3833536627227274	0.18005149326954178	5.8735449016814085	1	PMBB	1.7315329626687848	109/6295	Other high-grade glioma: MEDICUS: VALINE DEGRADATION
AMYOTROPHIC LATERAL SCLEROSIS ALS	Low-grade glioma	37	6258	1.5444606539535015	0.38347477372796707	0.17919325528338964	6.054354301323806	1	PMBB	0.5877680698967435	37/6295	Low-grade glioma: AMYOTROPHIC LATERAL SCLEROSIS ALS
MEDICUS: CX3CR1 GNAI AC PKA SIGNALING PATHWAY	Low-grade glioma	37	6258	1.5444606539535015	0.38347477372796707	0.17919325528338964	6.054354301323806	1	PMBB	0.5877680698967435	37/6295	Low-grade glioma: MEDICUS: CX3CR1 GNAI AC PKA SIGNALING PATHWAY
MEDICUS: LHCGR GNAS PKA SIGNALING PATHWAY	Low-grade glioma	37	6258	1.5444606539535015	0.38347477372796707	0.17919325528338964	6.054354301323806	1	PMBB	0.5877680698967435	37/6295	Low-grade glioma: MEDICUS: LHCGR GNAS PKA SIGNALING PATHWAY
ARGININE AND PROLINE METABOLISM	Low-grade glioma	1788	72235	1.3214838603497934	0.3835619893630285	0.5242005744253907	2.7758827685529557	1	gnomAD	2.4154654634370396	1788/74023	Low-grade glioma: ARGININE AND PROLINE METABOLISM
MEDICUS: CORE NER REACTION	Medulloblastoma	1023	73000	1.5182238796817276	0.3837947141638404	0.18094681338439464	5.653025386984205	1	gnomAD	1.38200289099334	1023/74023	Medulloblastoma: MEDICUS: CORE NER REACTION
MEDICUS: GF RTK RAS ERK SIGNALING PATHWAY	Ependymoma	117	6178	1.5303786616697326	0.38448279096218496	0.17957835136050526	5.866269731684398	1	PMBB	1.858617950754567	117/6295	Ependymoma: MEDICUS: GF RTK RAS ERK SIGNALING PATHWAY
VASOPRESSIN REGULATED WATER REABSORPTION	Low-grade glioma	92	6203	1.5605865739057925	0.3852278761112948	0.49002603253298926	3.832557613986372	1	PMBB	1.4614773629864972	92/6295	Low-grade glioma: VASOPRESSIN REGULATED WATER REABSORPTION
ADIPOCYTOKINE SIGNALING PATHWAY	Low-grade glioma	1838	72185	0.5404654613013707	0.38541298915481104	0.11048322808814688	1.6030100525319038	1	gnomAD	2.4830120367993733	1838/74023	Low-grade glioma: ADIPOCYTOKINE SIGNALING PATHWAY
FOCAL ADHESION	Medulloblastoma	4492	69531	1.4071468780996332	0.38613482676271976	0.5887543082094003	2.8985496225757426	1	gnomAD	6.068384150872026	4492/74023	Medulloblastoma: FOCAL ADHESION
MEDICUS: FANCONI ANEMIA PATHWAY	Other high-grade glioma	110	6185	1.5195024285097771	0.3876163412412324	0.17840499482063402	5.817941418890305	1	PMBB	1.7474185861795075	110/6295	Other high-grade glioma: MEDICUS: FANCONI ANEMIA PATHWAY
GLYCOSYLPHOSPHATIDYLINOSITOL GPI ANCHOR BIOSYNTHESIS	Medulloblastoma	87	6208	1.518066735168221	0.3878766170346384	0.17834859346440343	5.805302408055972	1	PMBB	1.3820492454328832	87/6295	Medulloblastoma: GLYCOSYLPHOSPHATIDYLINOSITOL GPI ANCHOR BIOSYNTHESIS
MEDICUS: GPI ANCHOR BIOSYNTHESIS	Medulloblastoma	87	6208	1.518066735168221	0.3878766170346384	0.17834859346440343	5.805302408055972	1	PMBB	1.3820492454328832	87/6295	Medulloblastoma: MEDICUS: GPI ANCHOR BIOSYNTHESIS
MEDICUS: MEVALONATE PATHWAY	Low-grade glioma	450	73573	1.4930599619859337	0.38974103440727753	0.17911797778414848	5.490086062774214	1	gnomAD	0.6079191602609999	450/74023	Low-grade glioma: MEDICUS: MEVALONATE PATHWAY
BASAL CELL CARCINOMA	Low-grade glioma	94	6201	1.5268926355696684	0.38986245910303935	0.4796620946307811	3.747055815711738	1	PMBB	1.4932486100079427	94/6295	Low-grade glioma: BASAL CELL CARCINOMA
ERBB SIGNALING PATHWAY	Medulloblastoma	1039	72984	1.49451627848787	0.3911338442646562	0.17812308295628257	5.56373751912238	1	gnomAD	1.4036177944692867	1039/74023	Medulloblastoma: ERBB SIGNALING PATHWAY
CITRATE CYCLE TCA CYCLE	Mixed neuronal-glial tumor	107	6188	1.5019764634723363	0.39291104895220663	0.1764097759655236	5.746847122012732	1	PMBB	1.6997617156473392	107/6295	Mixed neuronal-glial tumor: CITRATE CYCLE TCA CYCLE
N GLYCAN BIOSYNTHESIS	Medulloblastoma	1047	72976	1.482934873007909	0.39478918835469107	0.17674350624404744	5.522058291909718	1	gnomAD	1.41442524620726	1047/74023	Medulloblastoma: N GLYCAN BIOSYNTHESIS
LEUKOCYTE TRANSENDOTHELIAL MIGRATION	Low-grade glioma	96	6199	1.4946091678404814	0.3950610519696336	0.46973730692923515	3.6649855353478724	1	PMBB	1.5250198570293885	96/6295	Low-grade glioma: LEUKOCYTE TRANSENDOTHELIAL MIGRATION
CALCIUM SIGNALING PATHWAY	Meningioma	340	5955	1.5228747327743606	0.39540126617898874	0.17331183320859903	6.205913814774969	1	PMBB	5.401111993645751	340/6295	Meningioma: CALCIUM SIGNALING PATHWAY
MEDICUS: GLYCOGEN BIOSYNTHESIS	Low-grade glioma	457	73566	1.4700517001482292	0.3970582130559977	0.1763638707330015	5.404731725646642	1	gnomAD	0.6173756805317265	457/74023	Low-grade glioma: MEDICUS: GLYCOGEN BIOSYNTHESIS
PEROXISOME	Craniopharyngioma	219	6076	1.4995494262230693	0.3971261150476376	0.17397814222368377	5.878227601301991	1	PMBB	3.478951548848292	219/6295	Craniopharyngioma: PEROXISOME
INOSITOL PHOSPHATE METABOLISM	Mixed neuronal-glial tumor	108	6187	1.487832265129473	0.3973092636187653	0.17476752269404575	5.691509448025659	1	PMBB	1.715647339158062	108/6295	Mixed neuronal-glial tumor: INOSITOL PHOSPHATE METABOLISM
PURINE METABOLISM	Meningioma	4025	69998	1.5122126010746764	0.3976401270404128	0.1727352338602228	6.123772879485311	1	gnomAD	5.437499155667833	4025/74023	Meningioma: PURINE METABOLISM
N GLYCAN BIOSYNTHESIS	Medulloblastoma	89	6206	1.483483034679659	0.39854545552361764	0.17434287126175127	5.66938909948557	1	PMBB	1.413820492454329	89/6295	Medulloblastoma: N GLYCAN BIOSYNTHESIS
LEUKOCYTE TRANSENDOTHELIAL MIGRATION	Low-grade glioma	1135	72888	1.4864946398354224	0.3986275267253135	0.4769178308731407	3.532795920444694	1	gnomAD	1.5333072153249665	1135/74023	Low-grade glioma: LEUKOCYTE TRANSENDOTHELIAL MIGRATION
PHENYLALANINE METABOLISM	DIPG or DMG	162	6133	1.4844886532115802	0.3996909983139015	0.17355666834090758	5.731426508272403	1	PMBB	2.573471008737093	162/6295	DIPG or DMG: PHENYLALANINE METABOLISM
MEDICUS: HOMOLOGOUS RECOMBINATION	Other high-grade glioma	1336	72687	1.4704013565773872	0.3998175254471409	0.17461723368399004	5.5137288798866315	1	gnomAD	1.8048444402415467	1336/74023	Other high-grade glioma: MEDICUS: HOMOLOGOUS RECOMBINATION
MEDICUS: HOMOLOGOUS RECOMBINATION	Other high-grade glioma	113	6182	1.4784542948920016	0.4003284530327756	0.17363807778415197	5.657403669886668	1	PMBB	1.795075456711676	113/6295	Other high-grade glioma: MEDICUS: HOMOLOGOUS RECOMBINATION
MEDICUS: ISOLEUCINE DEGRADATION	Other high-grade glioma	113	6182	1.4784542948920016	0.4003284530327756	0.17363807778415197	5.657403669886668	1	PMBB	1.795075456711676	113/6295	Other high-grade glioma: MEDICUS: ISOLEUCINE DEGRADATION
PRIMARY IMMUNODEFICIENCY	Other high-grade glioma	113	6182	1.4784542948920016	0.4003284530327756	0.17363807778415197	5.657403669886668	1	PMBB	1.795075456711676	113/6295	Other high-grade glioma: PRIMARY IMMUNODEFICIENCY
GLYCEROLIPID METABOLISM	Medulloblastoma	1060	72963	1.4644882854628996	0.4007082655061086	0.17454600438618675	5.452834810649158	1	gnomAD	1.4319873552814666	1060/74023	Medulloblastoma: GLYCEROLIPID METABOLISM
MAPK SIGNALING PATHWAY	Ependymoma	311	5984	1.4575433214474243	0.40154334336641206	0.45492469367990757	3.613321922273856	1	PMBB	4.94042891183479	311/6295	Ependymoma: MAPK SIGNALING PATHWAY
PORPHYRIN AND CHLOROPHYLL METABOLISM	Medulloblastoma	90	6205	1.4667678670246096	0.40384842132191495	0.1724057022031497	5.603755532011683	1	PMBB	1.4297061159650517	90/6295	Medulloblastoma: PORPHYRIN AND CHLOROPHYLL METABOLISM
PRIMARY IMMUNODEFICIENCY	Low-grade glioma	1159	72864	1.4552359342425023	0.40413128380538466	0.4669057055994688	3.4584663504516473	1	gnomAD	1.5657295705388867	1159/74023	Low-grade glioma: PRIMARY IMMUNODEFICIENCY
MEDICUS: CA2 CAM VGCC RYR SIGNALING PATHWAY	Other high-grade glioma	114	6181	1.46525187649965	0.4045395134136651	0.17210413942854644	5.60580541516584	1	PMBB	1.8109610802223988	114/6295	Other high-grade glioma: MEDICUS: CA2 CAM VGCC RYR SIGNALING PATHWAY
MEDICUS: VGCC CA2 APOPTOTIC PATHWAY	Other high-grade glioma	114	6181	1.46525187649965	0.4045395134136651	0.17210413942854644	5.60580541516584	1	PMBB	1.8109610802223988	114/6295	Other high-grade glioma: MEDICUS: VGCC CA2 APOPTOTIC PATHWAY
TIGHT JUNCTION	Low-grade glioma	177	6118	1.298154863582979	0.411585003507807	0.5446482584750132	2.6616486700319375	1	PMBB	2.811755361397935	177/6295	Low-grade glioma: TIGHT JUNCTION
MEDICUS: GF RTK PI3K SIGNALING PATHWAY	Low-grade glioma	102	6193	1.4053522847137727	0.41369471851844714	0.44225140519548983	3.4394420781596016	1	PMBB	1.620333598093725	102/6295	Low-grade glioma: MEDICUS: GF RTK PI3K SIGNALING PATHWAY
NUCLEOTIDE EXCISION REPAIR	Low-grade glioma	1215	72808	1.3871044234379653	0.4190613523741285	0.4450818252901006	3.2962930412102933	1	gnomAD	1.6413817327046998	1215/74023	Low-grade glioma: NUCLEOTIDE EXCISION REPAIR
PATHWAYS IN CANCER	Meningioma	5385	68638	1.7380895340525675	0.42369932722314174	0.3329657066435509	5.788038187561276	1	gnomAD	7.2747659511233	5385/74023	Meningioma: PATHWAYS IN CANCER
FATTY ACID METABOLISM	DIPG or DMG	211	6084	1.72984969325798	0.4257188488394298	0.34237519151111706	5.423987056818759	1	PMBB	3.35186656076251	211/6295	DIPG or DMG: FATTY ACID METABOLISM
MEDICUS: TRANSCRIPTION COUPLED NER	Low-grade glioma	106	6189	1.351461752404213	0.4283114522192411	0.42562092294949105	3.3036604504373335	1	PMBB	1.6838760921366165	106/6295	Low-grade glioma: MEDICUS: TRANSCRIPTION COUPLED NER
TRYPTOPHAN METABOLISM	Other high-grade glioma	149	6146	1.6949493368490305	0.4297836261129708	0.3378228407899746	5.249098544646725	1	PMBB	2.366957903097697	149/6295	Other high-grade glioma: TRYPTOPHAN METABOLISM
FATTY ACID METABOLISM	DIPG or DMG	2540	71483	1.6885511503579553	0.4306012754420971	0.33665758000958457	5.232169471383779	1	gnomAD	3.431365926806533	2540/74023	DIPG or DMG: FATTY ACID METABOLISM
MEDICUS: MUTATION CAUSED ABERRANT SOD1 TO RETROGRADE AXONAL TRANSPORT	DIPG or DMG	2550	71473	1.681693551577593	0.4313935327040225	0.3352916570040588	5.210884744986658	1	gnomAD	3.444875241479	2550/74023	DIPG or DMG: MEDICUS: MUTATION CAUSED ABERRANT SOD1 TO RETROGRADE AXONAL TRANSPORT
TRYPTOPHAN METABOLISM	Other high-grade glioma	1766	72257	1.6814400253981006	0.4318263326187771	0.33860829671572557	5.119048486269132	1	gnomAD	2.385744971157613	1766/74023	Other high-grade glioma: TRYPTOPHAN METABOLISM
MEDICUS: RTK PLCG ITPR SIGNALING PATHWAY	Low-grade glioma	107	6188	1.3386283948008864	0.432202462295189	0.42165375569357894	3.271305908666623	1	PMBB	1.6997617156473392	107/6295	Low-grade glioma: MEDICUS: RTK PLCG ITPR SIGNALING PATHWAY
PEROXISOME	DIPG or DMG	219	6076	1.664478223928746	0.43317342470651815	0.3295332945592581	5.216564605216993	1	PMBB	3.478951548848292	219/6295	DIPG or DMG: PEROXISOME
ARGININE AND PROLINE METABOLISM	Other high-grade glioma	1788	72235	1.6602434819136231	0.434311908664796	0.33434512679730793	5.0541757037822075	1	gnomAD	2.4154654634370396	1788/74023	Other high-grade glioma: ARGININE AND PROLINE METABOLISM
INOSITOL PHOSPHATE METABOLISM	Low-grade glioma	108	6187	1.3260217783276835	0.4361803079336317	0.417758637582048	3.239645314734093	1	PMBB	1.715647339158062	108/6295	Low-grade glioma: INOSITOL PHOSPHATE METABOLISM
MEDICUS: GF RTK RAS PI3K SIGNALING PATHWAY	Low-grade glioma	108	6187	1.3260217783276835	0.4361803079336317	0.417758637582048	3.239645314734093	1	PMBB	1.715647339158062	108/6295	Low-grade glioma: MEDICUS: GF RTK RAS PI3K SIGNALING PATHWAY
MEDICUS: MUTATION ACTIVATED GNAS TO ACTH CORTISOL SIGNALING PATHWAY	Low-grade glioma	613	73410	1.6479816639757023	0.43632109520021617	0.33632117615033014	4.902986615101426	1	gnomAD	0.8281209894222066	613/74023	Low-grade glioma: MEDICUS: MUTATION ACTIVATED GNAS TO ACTH CORTISOL SIGNALING PATHWAY
MEDICUS: GF RTK PI3K SIGNALING PATHWAY	Low-grade glioma	1272	72751	1.3239314330121943	0.4368606991150378	0.424836701895584	3.1457116344669624	1	gnomAD	1.71838482633776	1272/74023	Low-grade glioma: MEDICUS: GF RTK PI3K SIGNALING PATHWAY
ECM RECEPTOR INTERACTION	Ependymoma	365	5930	0.47095580868807907	0.43881680790090183	0.05570440712852383	1.7795912775648972	1	PMBB	5.798252581413821	365/6295	Ependymoma: ECM RECEPTOR INTERACTION
HEMATOPOIETIC CELL LINEAGE	Ependymoma	167	6128	1.6187111423568252	0.4393735988416259	0.32248635381882895	5.016961923073344	1	PMBB	2.652899126290707	167/6295	Ependymoma: HEMATOPOIETIC CELL LINEAGE
ECM RECEPTOR INTERACTION	Ependymoma	4228	69795	0.478490566732215	0.4403590005862818	0.05679884468343849	1.7962797390069847	1	gnomAD	5.711738243518906	4228/74023	Ependymoma: ECM RECEPTOR INTERACTION
PURINE METABOLISM	Mixed neuronal-glial tumor	330	5965	0.46954062792025053	0.44040067191874216	0.05562788803726363	1.7686209053751554	1	PMBB	5.242255758538523	330/6295	Mixed neuronal-glial tumor: PURINE METABOLISM
MEDICUS: ISOLEUCINE DEGRADATION	Low-grade glioma	113	6182	0.4996485099221791	0.44047015156772795	0.05940389302807411	1.8692604861003455	1	PMBB	1.795075456711676	113/6295	Low-grade glioma: MEDICUS: ISOLEUCINE DEGRADATION
MEDICUS: CA2 CAM VGCC RYR SIGNALING PATHWAY	Low-grade glioma	114	6181	0.4951857494291402	0.4405308024576107	0.05887954107301859	1.852142700773737	1	PMBB	1.8109610802223988	114/6295	Low-grade glioma: MEDICUS: CA2 CAM VGCC RYR SIGNALING PATHWAY
ENDOCYTOSIS	Mixed neuronal-glial tumor	1770	72253	1.6113202691473263	0.44069895399548065	0.3247826411893685	4.898397213013847	1	gnomAD	2.3911486970266	1770/74023	Mixed neuronal-glial tumor: ENDOCYTOSIS
ALANINE ASPARTATE AND GLUTAMATE METABOLISM	Medulloblastoma	1453	72570	1.6110956383166108	0.44081459191346123	0.32595989640479817	4.865750086736696	1	gnomAD	1.9629034219094066	1453/74023	Medulloblastoma: ALANINE ASPARTATE AND GLUTAMATE METABOLISM
ABC TRANSPORTERS	Non-neoplastic tumor	438	5857	1.6044961516179501	0.44139803174298703	0.30889513904953547	5.289698989274265	1	PMBB	6.957903097696584	438/6295	Non-neoplastic tumor: ABC TRANSPORTERS
MEDICUS: FANCONI ANEMIA PATHWAY	Medulloblastoma	1458	72565	1.6054591377053278	0.44159955016466435	0.32482141155981126	4.848703645566808	1	gnomAD	1.9696580792456397	1458/74023	Medulloblastoma: MEDICUS: FANCONI ANEMIA PATHWAY
FOCAL ADHESION	Ependymoma	375	5920	0.45762503977905217	0.44193944141839947	0.05413298385702717	1.728864283744683	1	PMBB	5.957108816521049	375/6295	Ependymoma: FOCAL ADHESION
REGULATION OF ACTIN CYTOSKELETON	Low-grade glioma	2388	71635	1.2734892503269053	0.4428123286558057	0.5736575039785856	2.4678087035558374	1	gnomAD	3.2260243437850398	2388/74023	Low-grade glioma: REGULATION OF ACTIN CYTOSKELETON
TYPE II DIABETES MELLITUS	Mixed neuronal-glial tumor	1787	72236	1.595613697121015	0.44293582747056515	0.32162147050992834	4.85059676331234	1	gnomAD	2.414114531969793	1787/74023	Mixed neuronal-glial tumor: TYPE II DIABETES MELLITUS
DRUG METABOLISM CYTOCHROME P450	Low-grade glioma	54	6241	1.590309588543592	0.4434961459643364	0.3156017794173445	4.963237722273699	1	PMBB	0.857823669579031	54/6295	Low-grade glioma: DRUG METABOLISM CYTOCHROME P450
HOMOLOGOUS RECOMBINATION	Medulloblastoma	1471	72552	1.5909834749615621	0.4436738102888404	0.32189761592454513	4.804927142237435	1	gnomAD	1.9872201883198466	1471/74023	Medulloblastoma: HOMOLOGOUS RECOMBINATION
PYRUVATE METABOLISM	Low-grade glioma	120	6175	0.4699784250480866	0.44378274038122967	0.055914802543085396	1.7559007467913266	1	PMBB	1.9062748212867358	120/6295	Low-grade glioma: PYRUVATE METABOLISM
CALCIUM SIGNALING PATHWAY	Craniopharyngioma	3693	70330	1.5869801273006205	0.4440744215450388	0.31254459963417913	5.026274841083745	1	gnomAD	4.98898990854194	3693/74023	Craniopharyngioma: CALCIUM SIGNALING PATHWAY
MEDICUS: MUTATION CAUSED ABERRANT SNCA TO ELECTRON TRANSFER IN COMPLEX I	Low-grade glioma	637	73386	1.5853630011058304	0.4446613551736071	0.32358150611050396	4.715977583928344	1	gnomAD	0.8605433446361267	637/74023	Low-grade glioma: MEDICUS: MUTATION CAUSED ABERRANT SNCA TO ELECTRON TRANSFER IN COMPLEX I
GAP JUNCTION	Low-grade glioma	121	6174	0.4660191277516459	0.4447834436030507	0.05544893201066681	1.7407793026580312	1	PMBB	1.9221604447974585	121/6295	Low-grade glioma: GAP JUNCTION
PATHWAYS IN CANCER	Meningioma	499	5796	1.583740123176856	0.4448839949755098	0.30247338403819973	5.29906282121702	1	PMBB	7.926926131850676	499/6295	Meningioma: PATHWAYS IN CANCER
TYPE II DIABETES MELLITUS	Ependymoma	171	6124	1.5798182059263015	0.44512856645817184	0.31481461402101624	4.895608355617359	1	PMBB	2.716441620333598	171/6295	Ependymoma: TYPE II DIABETES MELLITUS
ADIPOCYTOKINE SIGNALING PATHWAY	Ependymoma	172	6123	1.5703774749003805	0.4466176482611037	0.3129520572779809	4.8657729668781275	1	PMBB	2.732327243844321	172/6295	Ependymoma: ADIPOCYTOKINE SIGNALING PATHWAY
MEDICUS: MUTATION CAUSED ABERRANT TDP43 TO ELECTRON TRANSFER IN COMPLEX I	Low-grade glioma	643	73380	1.5704382884575698	0.44688190779136827	0.32054511507297107	4.671395603413985	1	gnomAD	0.8686489334396067	643/74023	Low-grade glioma: MEDICUS: MUTATION CAUSED ABERRANT TDP43 TO ELECTRON TRANSFER IN COMPLEX I
NON SMALL CELL LUNG CANCER	Low-grade glioma	643	73380	1.5704382884575698	0.44688190779136827	0.32054511507297107	4.671395603413985	1	gnomAD	0.8686489334396067	643/74023	Low-grade glioma: NON SMALL CELL LUNG CANCER
NON SMALL CELL LUNG CANCER	Low-grade glioma	55	6240	1.5611469201668993	0.44812397600120296	0.30998722832574177	4.868747089725948	1	PMBB	0.8737092930897538	55/6295	Low-grade glioma: NON SMALL CELL LUNG CANCER
PURINE METABOLISM	Mixed neuronal-glial tumor	4025	69998	0.4517127239141184	0.4488190510344677	0.0537285128209286	1.689154342700736	1	gnomAD	5.437499155667833	4025/74023	Mixed neuronal-glial tumor: PURINE METABOLISM
PHENYLALANINE METABOLISM	Other high-grade glioma	162	6133	1.555652296094864	0.44901117434185334	0.31034617410669046	4.810912563498266	1	PMBB	2.573471008737093	162/6295	Other high-grade glioma: PHENYLALANINE METABOLISM
STEROID HORMONE BIOSYNTHESIS	Medulloblastoma	128	6167	1.5540271388288687	0.44927442017472957	0.31068107610337475	4.787841751241668	1	PMBB	2.033359809372518	128/6295	Medulloblastoma: STEROID HORMONE BIOSYNTHESIS
CHRONIC MYELOID LEUKEMIA	Low-grade glioma	652	73371	1.5485660617962163	0.4503073896778492	0.31609532599876594	4.60606307238703	1	gnomAD	0.8808073166448266	652/74023	Low-grade glioma: CHRONIC MYELOID LEUKEMIA
TIGHT JUNCTION	Mixed neuronal-glial tumor	1848	72175	1.5416328752148332	0.4514019192371102	0.3107581042151619	4.686334348481392	1	gnomAD	2.49652135147184	1848/74023	Mixed neuronal-glial tumor: TIGHT JUNCTION
DRUG METABOLISM CYTOCHROME P450	Low-grade glioma	655	73368	1.5414088555136958	0.451473625825543	0.31463924954000255	4.584685182929566	1	gnomAD	0.8848601110465666	655/74023	Low-grade glioma: DRUG METABOLISM CYTOCHROME P450
LYSOSOME	Meningioma	512	5783	1.540076641452496	0.45256965820521156	0.294165540649299	5.152790410951115	1	PMBB	8.133439237490071	512/6295	Meningioma: LYSOSOME
LYSOSOME	Low-grade glioma	512	5783	1.1859328492258185	0.4532267917398947	0.7116838420367587	1.8832378163691783	1	PMBB	8.133439237490071	512/6295	Low-grade glioma: LYSOSOME
HOMOLOGOUS RECOMBINATION	Medulloblastoma	130	6165	1.5296241539195696	0.4534455666265488	0.30586683029397677	4.711131850620836	1	PMBB	2.0651310563939633	130/6295	Medulloblastoma: HOMOLOGOUS RECOMBINATION
PROPANOATE METABOLISM	Other high-grade glioma	1946	72077	1.5220882657435222	0.45478610754389437	0.3065634312878611	4.633768105780718	1	gnomAD	2.628912635262013	1946/74023	Other high-grade glioma: PROPANOATE METABOLISM
T CELL RECEPTOR SIGNALING PATHWAY	Low-grade glioma	665	73358	1.5180178409809981	0.45544562357922064	0.3098806258632655	4.514821578488997	1	gnomAD	0.8983694257190332	665/74023	Low-grade glioma: T CELL RECEPTOR SIGNALING PATHWAY
EPITHELIAL CELL SIGNALING IN HELICOBACTER PYLORI INFECTION	Low-grade glioma	669	73354	1.5088572420031099	0.45706966584043673	0.3080170579310447	4.487462472143781	1	gnomAD	0.90377315158802	669/74023	Low-grade glioma: EPITHELIAL CELL SIGNALING IN HELICOBACTER PYLORI INFECTION
GLYCOSPHINGOLIPID BIOSYNTHESIS GANGLIO SERIES	Low-grade glioma	57	6238	1.505895570397821	0.45787458935193925	0.2993344890112144	4.687398403277963	1	PMBB	0.9054805401111994	57/6295	Low-grade glioma: GLYCOSPHINGOLIPID BIOSYNTHESIS GANGLIO SERIES
LYSOSOME	Meningioma	6154	67869	1.5038543542249065	0.4595069678610207	0.288074518537436	5.007759638448406	1	gnomAD	8.313632249435985	6154/74023	Meningioma: LYSOSOME
