"pathway_id"	"genes"	"pathway_name"	"count_with_plp_control"	"total_cohort_size_control"	"count_without_plp_control"	"count_with_plp_case"	"total_cohort_size_case"	"count_without_plp_case"	"p"	"OR"	"ci.int1"	"ci.int2"	"padj"	"ntests"
"KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY"	"CLCF1,CNTF,CNTFR,CTF1,IL11,IL11RA,IL13,IL13RA1,IL13RA2,IL27,IL27RA,IL31,IL31RA,IL4R,IL6,IL6R,IL6ST,JAK1,JAK2,LIF,LIFR,OSM,OSMR,STAT1,STAT3,STAT6,TYK2"	"KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY"	49	6295	6246	4	830	826	0.516648961284787	0.617320412444878	0.161356025822329	1.69025337267179	1	677
"KEGG_MEDICUS_REFERENCE_INTRINSIC_APOPTOTIC_PATHWAY"	"APAF1,BAD,BAK1,BAX,BBC3,BCL2,BCL2L1,BCL2L11,CASP3,CASP7,CASP9,CYCS,PMAIP1"	"KEGG_MEDICUS_REFERENCE_INTRINSIC_APOPTOTIC_PATHWAY"	0	6295	6295	1	830	829	0.116491228070175	Inf	0.194470155861654	Inf	1	677
"KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION"	"ACAA1,ACAA2,ACADM,ACADS,ACADSB,ECHS1,HADH,HADHA,HADHB,HSD17B10"	"KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION"	113	6295	6182	15	830	815	1	1.00689436150103	0.542831571077533	1.74287876607932	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY"	"ARHGEF7,CDC42,FN1,GIT2,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,PTK2,PXN,SRC"	"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY"	55	6295	6240	5	830	825	0.54548964461476	0.687634995465833	0.214155556755915	1.7110359197424	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY"	"BCAR1,CRK,DOCK1,ELMO1,FN1,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,PTK2,PXN,RAC1,RAC2,RAC3,SRC"	"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY"	56	6295	6239	4	830	826	0.310751214365155	0.539556743632912	0.141712652974761	1.46585508047015	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY"	"DOCK1,ELMO1,ELMO2,ELMO3,FN1,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,RAC1,RAC2,RAC3,RHOG"	"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY"	56	6295	6239	4	830	826	0.310751214365155	0.539556743632912	0.141712652974761	1.46585508047015	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY"	"ARHGAP35,FN1,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,RHOA,SRC"	"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY"	53	6295	6242	4	830	826	0.404042262663526	0.570368976670364	0.149516010595125	1.55435520555224	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY"	"ARHGEF28,FN1,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,PTK2,RHOA"	"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY"	52	6295	6243	4	830	826	0.401914652734917	0.581429709502358	0.152314898417045	1.58625896520067	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY"	"ACTB,ACTG1,ACTN1,ACTN4,FN1,ILK,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,PTK2,PXN,TLN1,TLN2,VCL"	"KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY"	65	6295	6230	4	830	826	0.183047224588055	0.464182887363794	0.12247898433561	1.25154483725484	1	677
"KEGG_MEDICUS_REFERENCE_KERATAN_SULFATE_DEGRADATION"	"GALNS,GLB1,GNS,HEXA,HEXB"	"KEGG_MEDICUS_REFERENCE_KERATAN_SULFATE_DEGRADATION"	73	6295	6222	10	830	820	0.863450339114979	1.03942760676051	0.476496941130284	2.03273033973549	1	677
"KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION"	"AURKA,CKAP5,CLTA,CLTB,CLTC,TACC3,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8"	"KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION"	21	6295	6274	3	830	827	0.754247591060044	1.08379670587756	0.206541120579753	3.64112498335361	1	677
"KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT"	"BUB1B,CENPE,CENPF,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8"	"KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT"	43	6295	6252	9	830	821	0.19370017033267	1.59372449032923	0.680549222676184	3.3298557347871	1	677
"KEGG_MEDICUS_REFERENCE_KISS1_KISS1R_PLCB_PKC_SIGNALING_PATHWAY"	"GNA11,GNAQ,KISS1,KISS1R,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCG"	"KEGG_MEDICUS_REFERENCE_KISS1_KISS1R_PLCB_PKC_SIGNALING_PATHWAY"	14	6295	6281	1	830	829	1	0.541222905368123	0.0127868361907471	3.56616249522503	1	677
"KEGG_MEDICUS_REFERENCE_KITLG_KIT_PI3K_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,KIT,KITLG,MTOR,PIK3CA,PIK3CB,PIK3CD,RPS6KB1,RPS6KB2"	"KEGG_MEDICUS_REFERENCE_KITLG_KIT_PI3K_SIGNALING_PATHWAY"	4	6295	6291	1	830	829	0.46176253420507	1.89685613947192	0.0384771919193144	19.1986468528022	1	677
"KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY"	"ARAF,BRAF,GRB2,HRAS,KIT,KITLG,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NRAS,RAF1,SOS1,SOS2"	"KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY"	17	6295	6278	2	830	828	1	0.892012661419237	0.0997870667143387	3.76859283670912	1	677
"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_FIBRINOGEN_TO_FIBRIN"	"COLEC10,COLEC11,FCN1,FCN2,FCN3,FGA,FGB,FGG,MASP1,MBL2"	"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_FIBRINOGEN_TO_FIBRIN"	22	6295	6273	1	830	829	0.509459469861363	0.343986334925326	0.00832736737912846	2.13382027996083	1	677
"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_PROTHROMBIN_TO_THROMBIN"	"COLEC10,COLEC11,F2,FCN1,FCN2,FCN3,MASP2,MBL2"	"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_PROTHROMBIN_TO_THROMBIN"	23	6295	6272	2	830	828	0.761203827392523	0.658718377244408	0.075142988376691	2.67364250484845	1	677
"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION"	"C2,C4A,C4B,COLEC10,COLEC11,FCN1,FCN2,FCN3,MASP1,MASP2,MBL2"	"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION"	18	6295	6277	3	830	827	0.728798396963721	1.26496756888356	0.238169232887989	4.34696768513127	1	677
"KEGG_MEDICUS_REFERENCE_LESION_BYPASS_BY_TLS_AND_DSB_FORMATION"	"DCLRE1A,EME1,ERCC1,ERCC4,FAN1,FANCD2,FANCI,MAD2L2,MUS81,REV1,REV3L,SLX1A,SLX1B,SLX4,UBB"	"KEGG_MEDICUS_REFERENCE_LESION_BYPASS_BY_TLS_AND_DSB_FORMATION"	57	6295	6238	11	830	819	0.251733881870439	1.46977298424681	0.692041580355253	2.84635703339391	1	677
"KEGG_MEDICUS_REFERENCE_LEUCINE_DEGRADATION"	"ACADM,AUH,HMGCL,HMGCLL1,IVD,MCCC1,MCCC2"	"KEGG_MEDICUS_REFERENCE_LEUCINE_DEGRADATION"	71	6295	6224	16	830	814	0.0619933587336458	1.72292044178972	0.929973992270397	3.01207184456234	1	677
"KEGG_MEDICUS_REFERENCE_LHCGR_GNAS_PKA_SIGNALING_PATHWAY"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CGA,GNAS,LHB,LHCGR,PRKACA,PRKACB,PRKACG"	"KEGG_MEDICUS_REFERENCE_LHCGR_GNAS_PKA_SIGNALING_PATHWAY"	37	6295	6258	3	830	827	0.619244129330285	0.61358480643626	0.120766482978028	1.94456811566973	1	677
"KEGG_MEDICUS_REFERENCE_LIGHT_HVEM_NFKB_SIGNALING_PATHWAY"	"CHUK,IKBKB,IKBKG,NFKB1,NFKBIA,RELA,TNFRSF14,TNFSF14,TRAF2,TRAF5"	"KEGG_MEDICUS_REFERENCE_LIGHT_HVEM_NFKB_SIGNALING_PATHWAY"	6	6295	6289	1	830	829	0.579944013433009	1.26432831232169	0.0274551024712408	10.4410927924202	1	677
"KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX"	"NSMCE1,NSMCE2,NSMCE3,NSMCE4A,RAD18,RNF168,SLF1,SLF2,SMC5,SMC6,UBB"	"KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX"	14	6295	6281	1	830	829	1	0.541222905368123	0.0127868361907471	3.56616249522503	1	677
"KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER"	"FEN1,LIG1,PCNA,POLB,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,RFC1,RFC2,RFC3,RFC4,RFC5"	"KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER"	14	6295	6281	3	830	827	0.438744876031238	1.62734045936806	0.299260387546187	5.84819972324653	1	677
"KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY"	"GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,LPAR1,LPAR2,LPAR3,LPAR4,LPAR5,RHOA"	"KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY"	4	6295	6291	1	830	829	0.46176253420507	1.89685613947192	0.0384771919193144	19.1986468528022	1	677
"KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY"	"CHRM1,CHRM3,CHRM5,CYCS,GNAQ,ITPR1,ITPR2,ITPR3,MCU,PLCB1,PLCB2,PLCB3,PLCB4,SLC25A31,SLC25A4,SLC25A5,SLC25A6,VDAC1,VDAC2,VDAC3"	"KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY"	28	6295	6267	6	830	824	0.278677908639567	1.62962478092605	0.550030588375048	4.02692165717955	1	677
"KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,MAGI1,MAGI2,PTEN"	"KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY"	4	6295	6291	4	830	826	0.00869829634691485	7.6121576341433	1.41503459725832	40.9872040274794	1	677
"KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_POMT_TO_POMK"	"B3GALNT2,POMGNT2,POMK,POMT1,POMT2"	"KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_POMT_TO_POMK"	22	6295	6273	5	830	825	0.234608711933102	1.72793187385193	0.509797636114124	4.69336699456451	1	677
"KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY"	"AZI2,IFIH1,IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNB1,IKBKE,IRF3,IRF7,MAVS,TANK,TBK1,TBKBP1,TRAF3"	"KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY"	8	6295	6287	3	830	827	0.127627215254755	2.85021163037728	0.486065035511262	11.9006061923031	1	677
"KEGG_MEDICUS_REFERENCE_MEMBRANE_INITIATED_PROGESTERONE_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,PAQR5,PAQR7,PAQR8,PIK3CA,PIK3CB,PIK3CD"	"KEGG_MEDICUS_REFERENCE_MEMBRANE_INITIATED_PROGESTERONE_SIGNALING_PATHWAY"	3	6295	6292	1	830	829	0.390750438097966	2.52964943458932	0.0481345885245442	31.5315073322657	1	677
"KEGG_MEDICUS_REFERENCE_METHIONINE_DEGRADATION"	"AHCY,AHCYL1,AHCYL2,DNMT1,DNMT3A,DNMT3B,GNMT,MAT1A,MAT2A,MAT2B"	"KEGG_MEDICUS_REFERENCE_METHIONINE_DEGRADATION"	55	6295	6240	2	830	828	0.0595358646255766	0.274075345039352	0.032317559721103	1.04166390791766	1	677
"KEGG_MEDICUS_REFERENCE_MEVALONATE_PATHWAY"	"ACAT1,ACAT2,FDPS,GGPS1,HMGCR,HMGCS1,HMGCS2,IDI1,IDI2,MVD,MVK,PMVK"	"KEGG_MEDICUS_REFERENCE_MEVALONATE_PATHWAY"	39	6295	6256	8	830	822	0.251128482898343	1.56104711505109	0.627892783361044	3.40355328987572	1	677
"KEGG_MEDICUS_REFERENCE_MGLUR1_TRPC3_SIGNALING_PATHWAY"	"GNAQ,GRM1,ITPR1,ITPR2,ITPR3,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCG,TRPC3"	"KEGG_MEDICUS_REFERENCE_MGLUR1_TRPC3_SIGNALING_PATHWAY"	36	6295	6259	6	830	824	0.626161196504249	1.26593227189573	0.434616407387242	3.04605922812161	1	677
"KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY"	"APAF1,CASP3,CASP7,CASP9,CYCS,GNAQ,GRM5,ITPR1,ITPR2,ITPR3,MCU,PLCB1,PLCB2,PLCB3,PLCB4,SLC25A31,SLC25A4,SLC25A5,SLC25A6,VDAC1,VDAC2,VDAC3"	"KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY"	28	6295	6267	5	830	825	0.581681325818228	1.35642453729019	0.407825859371078	3.57147506158157	1	677
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION"	"AURKA,AURKB,KIF18B,KIF2C,MAPRE1,MAPRE3,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8"	"KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION"	20	6295	6275	3	830	827	0.744996949165774	1.13810968539201	0.216112008456927	3.84991759504474	1	677
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS"	"KIF2A,PLK1,PSRC1,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8"	"KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS"	20	6295	6275	3	830	827	0.744996949165774	1.13810968539201	0.216112008456927	3.84991759504474	1	677
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION"	"CDK5RAP2,CKAP5,MZT2A,MZT2B,NEDD1,TPX2,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBGCP2,TUBGCP3,TUBGCP4,TUBGCP5,TUBGCP6"	"KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION"	64	6295	6231	10	830	820	0.584562385439433	1.18727503993646	0.541308533414969	2.339737291004	1	677
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY"	"ARHGEF2,RHOA,ROCK1,ROCK2,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8"	"KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY"	24	6295	6271	3	830	827	1	0.947856523238124	0.182304184212622	3.13143180092408	1	677
"KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR"	"EXO1,LIG1,MLH1,MLH3,MSH2,MSH3,MSH6,PCNA,PMS1,PMS2,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3"	"KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR"	48	6295	6247	16	830	814	0.00253266177499378	2.55770484720971	1.34913063512209	4.60917525669089	1	677
"KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS"	"ATP5F1A,ATP5F1D,ATP5F1E,ATP5PO,COA3,COA5,COA6,COX10,COX11,COX14,COX15,COX16,COX20,COX4I1,COX5A,COX6A2,COX6B1,COX8A,CYC1,MT-ATP6,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA4,NDUFA6,NDUFA8,NDUFA9,NDUFAF1,NDUFAF2,NDUFAF3,NDUFAF4,NDUFAF5,NDUFAF6,NDUFAF8,NDUFB10,NDUFB11,NDUFB3,NDUFB7,NDUFB8,NDUFB9,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,SDHA,SDHB,SDHC,SDHD,UCP1,UQCRB,UQCRC2,UQCRFS1,UQCRQ"	"KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS"	112	6295	6183	19	830	811	0.334104664696595	1.29329048725498	0.746469261892238	2.12926663897982	1	677
"KEGG_MEDICUS_REFERENCE_MLK_JNK_SIGNALING_PATHWAY"	"MAP2K4,MAP2K7,MAP3K10,MAP3K11,MAP3K12,MAP3K13,MAP3K20,MAP3K21,MAP3K9,MAPK10,MAPK8,MAPK9"	"KEGG_MEDICUS_REFERENCE_MLK_JNK_SIGNALING_PATHWAY"	6	6295	6289	1	830	829	0.579944013433009	1.26432831232169	0.0274551024712408	10.4410927924202	1	677
"KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS"	"B4GALT1,B4GALT2,B4GALT3,FUT8,GANAB,MAN1A1,MAN1A2,MAN1B1,MAN1C1,MAN2A1,MAN2A2,MGAT1,MGAT2,MOGS,ST6GAL1,ST6GAL2"	"KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS"	13	6295	6282	2	830	828	0.691355557949628	1.16718995826962	0.127635972222926	5.16939445144056	1	677
"KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG6_TO_OST"	"ALG10,ALG10B,ALG6,ALG8,DAD1,DDOST,RPN1,RPN2,STT3A,STT3B,TUSC3"	"KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG6_TO_OST"	21	6295	6274	6	830	824	0.121012327145163	2.1751374489167	0.716170746197722	5.59235979942311	1	677
"KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG7_TO_ALG11"	"ALG1,ALG11,ALG13,ALG14,ALG2,DPAGT1"	"KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG7_TO_ALG11"	25	6295	6270	2	830	828	0.76294386003109	0.605832694555944	0.0694212982979727	2.43701925352734	1	677
"KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL"	"DPM1,DPM2,DPM3,GMPPA,GMPPB,GPI,MPI,PMM1,PMM2"	"KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL"	74	6295	6221	9	830	821	1	0.921569151144919	0.403955738785359	1.85514355459762	1	677
"KEGG_MEDICUS_REFERENCE_NAD_BIOSYNTHESIS"	"AFMID,HAAO,IDO1,IDO2,KMO,KYNU,NADSYN1,NMNAT1,NMNAT2,NMNAT3,QPRT,TDO2"	"KEGG_MEDICUS_REFERENCE_NAD_BIOSYNTHESIS"	25	6295	6270	5	830	825	0.387029871648446	1.51988766125611	0.453157760089731	4.05708685657404	1	677
"KEGG_MEDICUS_REFERENCE_NOD_NFKB_SIGNALING_PATHWAY"	"CHUK,IKBKB,IKBKG,NFKB1,NFKBIA,NOD1,NOD2,RELA,RIPK2"	"KEGG_MEDICUS_REFERENCE_NOD_NFKB_SIGNALING_PATHWAY"	5	6295	6290	1	830	829	0.524506508448018	1.51737893490383	0.0320457053204565	13.584224803752	1	677
"KEGG_MEDICUS_REFERENCE_NON_HOMOLOGOUS_END_JOINING"	"DCLRE1C,DNTT,LIG4,NHEJ1,PAXIP1,POLL,POLM,PRKDC,RIF1,TP53BP1,XRCC4,XRCC5,XRCC6"	"KEGG_MEDICUS_REFERENCE_NON_HOMOLOGOUS_END_JOINING"	18	6295	6277	3	830	827	0.728798396963721	1.26496756888356	0.238169232887989	4.34696768513127	1	677
"KEGG_MEDICUS_REFERENCE_NOTCH_LIGAND_UBIQUITYLATION"	"DLL1,DLL3,DLL4,JAG1,JAG2,MIB1,MIB2,NEURL1,NEURL1B"	"KEGG_MEDICUS_REFERENCE_NOTCH_LIGAND_UBIQUITYLATION"	15	6295	6280	1	830	829	1	0.505063889670201	0.0119853206187632	3.29106300162683	1	677
"KEGG_MEDICUS_REFERENCE_NOTCH_MESP2_SIGNALING"	"EPHA4,LFNG,MESP2,RBPJ,RIPPLY2,TBX6"	"KEGG_MEDICUS_REFERENCE_NOTCH_MESP2_SIGNALING"	17	6295	6278	2	830	828	1	0.892012661419237	0.0997870667143387	3.76859283670912	1	677
"KEGG_MEDICUS_REFERENCE_NOTCH_PROTEOLYTIC_ACTIVATION"	"ADAM17,APH1A,APH1B,NCSTN,NOTCH1,NOTCH2,NOTCH3,NOTCH4,PSEN1,PSEN2,PSENEN"	"KEGG_MEDICUS_REFERENCE_NOTCH_PROTEOLYTIC_ACTIVATION"	14	6295	6281	2	830	828	0.709165195984115	1.08369561812993	0.119315386768809	4.73066892664942	1	677
"KEGG_MEDICUS_REFERENCE_NOTCH_SIGNALING_PATHWAY"	"DLL1,DLL3,DLL4,HES1,HEY1,JAG1,JAG2,NOTCH1,NOTCH2,NOTCH3,NOTCH4,RBPJ,RBPJL"	"KEGG_MEDICUS_REFERENCE_NOTCH_SIGNALING_PATHWAY"	19	6295	6276	4	830	826	0.334013791504752	1.59945595551842	0.394760770143635	4.8286285039647	1	677
"KEGG_MEDICUS_REFERENCE_NRG_ERBB4_PI3K_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,ERBB4,NRG1,NRG2,NRG3,NRG4,PIK3CA,PIK3CB,PIK3CD"	"KEGG_MEDICUS_REFERENCE_NRG_ERBB4_PI3K_SIGNALING_PATHWAY"	13	6295	6282	5	830	825	0.0498797452095917	2.92803420922845	0.815176338032581	8.77952812624143	1	677
"KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA"	"ALYREF,DDX19B,GLE1,NCBP1,NDC1,NUP107,NUP133,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP43,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NXF1,NXT1,NXT2,POM121,RANBP2,SEH1L,SRSF3,SRSF7"	"KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA"	78	6295	6217	7	830	823	0.396538417405572	0.677961737654956	0.263006891221795	1.47095873489456	1	677
"KEGG_MEDICUS_REFERENCE_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY"	"BCL2,CTSD,EBAG9,ESR1,ESR2,KRT19,NCOA1,NCOA2,NCOA3,PGR,TFF1"	"KEGG_MEDICUS_REFERENCE_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY"	13	6295	6282	1	830	829	1	0.58294435706606	0.0137029619402245	3.89098476329852	1	677
"KEGG_MEDICUS_REFERENCE_OKAZAKI_FRAGMENT_MATURATION"	"DNA2,FEN1,LIG1,PCNA,POLD1,POLD2,POLD3,POLD4,RNASEH2A,RNASEH2B,RNASEH2C"	"KEGG_MEDICUS_REFERENCE_OKAZAKI_FRAGMENT_MATURATION"	17	6295	6278	1	830	829	0.713466063619453	0.445506101228552	0.010649658924185	2.85049426886962	1	677
