"pathway_id"	"genes"	"pathway_name"	"population"	"total_cohort_size_control"	"count_with_plp_control"	"count_without_plp_control"	"count_with_plp_case"	"total_cohort_size_case"	"count_without_plp_case"	"p"	"OR"	"ci.int1"	"ci.int2"	"padj"	"ntests"
"KEGG_MEDICUS_REFERENCE_GH_JAK_STAT_SIGNALING_PATHWAY"	"GH1,GH2,GHR,IGF1,JAK2,STAT5A,STAT5B"	"KEGG_MEDICUS_REFERENCE_GH_JAK_STAT_SIGNALING_PATHWAY"	"all"	74023	270	73753	2	830	828	0.774314720461323	0.65980785604096	0.0793651763089995	2.41424216859696	1	677
"KEGG_MEDICUS_REFERENCE_GHRHR_PKA_GH_SIGNALING_PATHWAY"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ATF2,ATF4,ATF6B,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,GH1,GH2,GHRH,GHRHR,GNAS,POU1F1,PRKACA,PRKACB,PRKACG"	"KEGG_MEDICUS_REFERENCE_GHRHR_PKA_GH_SIGNALING_PATHWAY"	"all"	74023	521	73502	5	830	825	1	0.8550239840403	0.275722568664551	2.01626659317751	1	677
"KEGG_MEDICUS_REFERENCE_GLOBAL_GENOME_NER"	"CCNH,CDK7,CETN2,CUL4A,DDB1,DDB2,ERCC2,ERCC3,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,RAD23A,RAD23B,RBX1,XPC"	"KEGG_MEDICUS_REFERENCE_GLOBAL_GENOME_NER"	"all"	74023	548	73475	8	830	822	0.412600991478677	1.30489227893528	0.558652685879628	2.60163210386684	1	677
"KEGG_MEDICUS_REFERENCE_GLUCONEOGENESIS"	"MDH1,MDH2,PC,PCK1,PCK2"	"KEGG_MEDICUS_REFERENCE_GLUCONEOGENESIS"	"all"	74023	388	73635	5	830	825	0.629133231390934	1.1501836376718	0.370380956826719	2.71798218537688	1	677
"KEGG_MEDICUS_REFERENCE_GLUTATHIONE_BIOSYNTHESIS"	"GCLC,GCLM,GPX1,GPX2,GPX3,GPX4,GPX5,GPX6,GPX7,GPX8,GSS"	"KEGG_MEDICUS_REFERENCE_GLUTATHIONE_BIOSYNTHESIS"	"all"	74023	252	73771	3	830	827	0.762717141447116	1.061911971353	0.217092970647929	3.15009599369186	1	677
"KEGG_MEDICUS_REFERENCE_GLYCOGEN_BIOSYNTHESIS"	"GBE1,GYG1,GYG2,GYS1,GYS2,UGP2"	"KEGG_MEDICUS_REFERENCE_GLYCOGEN_BIOSYNTHESIS"	"all"	74023	457	73566	9	830	821	0.111887675077658	1.76463693903959	0.798891124813914	3.39605824276854	1	677
"KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION"	"AGL,G6PC1,G6PC2,G6PC3,PGM1,PGM2,PYGB,PYGL,PYGM"	"KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION"	"all"	74023	760	73263	12	830	818	0.223888320036486	1.41412615006088	0.724441022699502	2.49829063593659	1	677
"KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION_AMYLASE_"	"AMY1A,AMY1B,AMY1C,AMY2A,AMY2B,GAA,GANC,MGAM,MGAM2"	"KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION_AMYLASE_"	"all"	74023	468	73555	9	830	821	0.117532597823352	1.72290132373307	0.780121091830767	3.31499106507041	1	677
"KEGG_MEDICUS_REFERENCE_GLYCOLYSIS"	"ALDOA,ALDOB,ALDOC,BPGM,ENO1,ENO2,ENO3,ENO4,GAPDH,GPI,LDHA,LDHAL6A,LDHAL6B,LDHB,LDHC,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGAM4,PGK1,PGK2,PKLR,PKM"	"KEGG_MEDICUS_REFERENCE_GLYCOLYSIS"	"all"	74023	939	73084	9	830	821	0.755585602914274	0.85321178202132	0.387534670076097	1.63466747156985	1	677
"KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE"	"B3GALT6,B3GAT3,B4GALT7,XYLT1,XYLT2"	"KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE"	"all"	74023	169	73854	1	830	829	1	0.52715149379547	0.0132555529322759	2.98528516615138	1	677
"KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY"	"CGA,ELK1,FSHB,GNA11,GNAQ,GNRH1,GNRH2,GNRHR,LHB,MAP2K1,MAP2K2,MAPK1,MAPK3,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCG,RAF1"	"KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY"	"all"	74023	243	73780	2	830	828	1	0.733387550771806	0.0881665621063557	2.6863924129327	1	677
"KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,CHRM1,CHRM2,F2R,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,LPAR1,LPAR2,LPAR3,LPAR4,LPAR5,LPAR6,PIK3CG,PIK3R5,PIK3R6"	"KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY"	"all"	74023	192	73831	5	830	825	0.0694843517547621	2.3304442497501	0.746219150937062	5.55557202579822	1	677
"KEGG_MEDICUS_REFERENCE_GPCR_PLCB_ITPR_SIGNALING_PATHWAY"	"ADRA1A,ADRA1B,ADRA1D,AGTR1,AVPR1A,AVPR1B,BDKRB1,BDKRB2,CCKAR,CCKBR,CHRM1,CHRM2,CHRM3,CXCR4,CYSLTR1,CYSLTR2,EDNRA,EDNRB,F2R,GNA11,GNA14,GNA15,GNAQ,GRM1,GRM5,GRPR,HRH1,HTR2A,HTR2B,HTR2C,ITPR1,ITPR2,ITPR3,LHCGR,LTB4R2,NTSR1,OXTR,PLCB1,PLCB2,PLCB3,PLCB4,PTAFR,PTGER1,PTGER3,PTGFR,TACR1,TACR2,TACR3,TBXA2R,TRHR"	"KEGG_MEDICUS_REFERENCE_GPCR_PLCB_ITPR_SIGNALING_PATHWAY"	"all"	74023	600	73423	10	830	820	0.237126530864489	1.49229258175705	0.709255720269181	2.77774159931388	1	677
"KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS"	"DPM2,GPAA1,MPPE1,PGAP1,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGP,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGX,PIGY"	"KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS"	"all"	74023	811	73212	9	830	821	1	0.989602603351942	0.449257269009651	1.89722261790027	1	677
"KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY"	"DHH,EVC,EVC2,GLI1,GLI2,GLI3,HHIP,IHH,KIF7,PTCH1,PTCH2,SHH,SMO,SUFU"	"KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY"	"all"	74023	568	73455	15	830	815	0.0040025917314531	2.38002084036006	1.317126328109	3.98272253719173	1	677
"KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY_HH_LIGAND_SECRETION"	"DHH,DISP1,HHAT,IHH,SCUBE2,SHH"	"KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY_HH_LIGAND_SECRETION"	"all"	74023	190	73833	5	830	825	0.0671498932831831	2.35501199113957	0.754005486227446	5.61587482237455	1	677
"KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY_PTCH_CORECEPTOR"	"BOC,CDON,DHH,GAS1,IHH,LRP2,PTCH1,PTCH2,SHH"	"KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY_PTCH_CORECEPTOR"	"all"	74023	116	73907	5	830	825	0.0114823004101616	3.86128650698721	1.22738539485835	9.30615966857708	1	677
"KEGG_MEDICUS_REFERENCE_HEME_BIOSYNTHESIS"	"ALAD,ALAS1,ALAS2,CPOX,FECH,HMBS,PPOX,UROD,UROS"	"KEGG_MEDICUS_REFERENCE_HEME_BIOSYNTHESIS"	"all"	74023	267	73756	4	830	826	0.550089026741606	1.33771429329698	0.360979746193554	3.47853997592103	1	677
"KEGG_MEDICUS_REFERENCE_HEPARAN_SULFATE_BIOSYNTHESIS"	"EXT1,EXT2,EXTL1,EXTL2,EXTL3,GLCE,HS6ST1,NDST1,NDST2,NDST3,NDST4"	"KEGG_MEDICUS_REFERENCE_HEPARAN_SULFATE_BIOSYNTHESIS"	"all"	74023	59	73964	1	830	829	0.487925599731838	1.51216669251208	0.037611028122762	8.78074252319819	1	677
"KEGG_MEDICUS_REFERENCE_HEPARAN_SULFATE_DEGRADATION"	"GNS,GUSB,HGSNAT,IDS,IDUA,NAGLU,SGSH"	"KEGG_MEDICUS_REFERENCE_HEPARAN_SULFATE_DEGRADATION"	"all"	74023	812	73211	6	830	824	0.39918021691067	0.656517164376717	0.239516608186605	1.44135446458682	1	677
"KEGG_MEDICUS_REFERENCE_HGF_MET_PI3K_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,BAD,GAB1,HGF,MET,PIK3CA,PIK3CB,PIK3CD"	"KEGG_MEDICUS_REFERENCE_HGF_MET_PI3K_SIGNALING_PATHWAY"	"all"	74023	183	73840	2	830	828	1	0.974631410689544	0.116954083297419	3.58236212816168	1	677
"KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY"	"ARAF,BRAF,GRB2,HGF,HRAS,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,MET,NRAS,RAF1,SOS1,SOS2"	"KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY"	"all"	74023	250	73773	3	830	827	0.761159409800577	1.07044459091353	0.218824093833627	3.17529400882666	1	677
"KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY"	"ARNT,HIF1A,PDGFB,SLC2A1,TGFA,TGFB1,TGFB2,TGFB3,VEGFA"	"KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY"	"all"	74023	90	73933	2	830	828	0.271686739582187	1.98422025421994	0.236278687298621	7.4014975467139	1	677
"KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION"	"BARD1,BRCA1,BRCA2,PALB2,PCNA,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POLH,POLK,RAD51,RAD51B,RAD51C,RAD51D,RAD54B,RAD54L,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RPA4,SEM1,XRCC2,XRCC3"	"KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION"	"all"	74023	1336	72687	27	830	803	0.00386936879981252	1.82942337915988	1.1934183284602	2.69419197706566	1	677
"KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION_IN_ICLR"	"BARD1,BRCA1,BRCA2,BRIP1,FANCD2,FANCI,HROB,MCM8,MCM9,PALB2,RPA1,RPA2,RPA3,RPA4,SEM1,UBB"	"KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION_IN_ICLR"	"all"	74023	1029	72994	12	830	818	0.880779357969505	1.04065552715175	0.533727894251696	1.83562918707782	1	677
"KEGG_MEDICUS_REFERENCE_HORMONE_LIKE_CYTOKINE_TO_JAK_STAT_SIGNALING_PATHWAY"	"CSF3,CSF3R,EPO,EPOR,GH1,GH2,GHR,JAK2,LEP,LEPR,MPL,PRL,PRLR,STAT3,STAT5A,STAT5B,THPO"	"KEGG_MEDICUS_REFERENCE_HORMONE_LIKE_CYTOKINE_TO_JAK_STAT_SIGNALING_PATHWAY"	"all"	74023	653	73370	9	830	821	0.45686578861735	1.23169315597105	0.558675648255393	2.36420550630187	1	677
"KEGG_MEDICUS_REFERENCE_HYDROLYSIS_OF_SPHINGOMYELIN"	"ACER1,ACER2,ASAH1,ASAH2,SMPD1,SMPD2,SMPD3,SMPD4"	"KEGG_MEDICUS_REFERENCE_HYDROLYSIS_OF_SPHINGOMYELIN"	"all"	74023	266	73757	4	830	826	0.549241063848232	1.34276145941554	0.362331805886213	3.49124160035469	1	677
"KEGG_MEDICUS_REFERENCE_ICOSLG_ICOS_PI3K_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,ICOS,ICOSLG,PIK3CD,PIK3R1,PIK3R2,PIK3R3"	"KEGG_MEDICUS_REFERENCE_ICOSLG_ICOS_PI3K_SIGNALING_PATHWAY"	"all"	74023	46	73977	2	830	828	0.0992636697905392	3.88441488680371	0.456013197912824	14.897418803871	1	677
"KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY"	"IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNG,IFNGR1,IFNGR2,IRF9,JAK1,JAK2,JAK3,RIPK1,RIPK3,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT6,TYK2"	"KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY"	"all"	74023	483	73540	5	830	825	1	0.922768985564222	0.297504767805933	2.17717090784473	1	677
"KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY"	"ARAF,BRAF,GRB2,HRAS,IGF1,IGF1R,IGF2,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NRAS,RAF1,SOS1,SOS2"	"KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY"	"all"	74023	123	73900	2	830	828	0.404196065806303	1.45119524238905	0.173488032904711	5.37150555779235	1	677
"KEGG_MEDICUS_REFERENCE_IGF_IGFR_PI3K_NFKB_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,CHUK,IGF1,IGF1R,IKBKB,IKBKG,NFKB1,NFKBIA,PIK3CA,PIK3CB,PIK3CD,RELA"	"KEGG_MEDICUS_REFERENCE_IGF_IGFR_PI3K_NFKB_SIGNALING_PATHWAY"	"all"	74023	84	73939	2	830	828	0.24706709076335	2.12613212059904	0.252906587033464	7.94696079095317	1	677
"KEGG_MEDICUS_REFERENCE_IGF2_IGF1R_PI3K_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,IGF1R,IGF2,MTOR,PIK3CA,PIK3CB,PIK3CD,RPS6KB1,RPS6KB2"	"KEGG_MEDICUS_REFERENCE_IGF2_IGF1R_PI3K_SIGNALING_PATHWAY"	"all"	74023	53	73970	1	830	829	0.452466988862204	1.68352303321346	0.0417944030758152	9.82049616226946	1	677
"KEGG_MEDICUS_REFERENCE_IGG_FCGR_RAC_SIGNALING_PATHWAY"	"CRK,DOCK1,ENSG00000275063,FCGR1A,FCGR2A,FCGR3A,FCGR3B,RAC1,RAC2,RAC3"	"KEGG_MEDICUS_REFERENCE_IGG_FCGR_RAC_SIGNALING_PATHWAY"	"all"	74023	82	73941	1	830	829	0.603860120302817	1.08771557391091	0.0271786425231879	6.24960763763206	1	677
"KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY"	"FOS,IL1A,IL1B,IL1R1,IL1RAP,IRAK1,IRAK4,JUN,MAP2K4,MAP2K7,MAP3K7,MAPK10,MAPK8,MAPK9,MYD88,TAB1,TAB2,TAB3,TRAF6"	"KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY"	"all"	74023	166	73857	4	830	826	0.121474204800648	2.15458904907904	0.578857598098425	5.64176492175895	1	677
"KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY"	"IL1A,IL1B,IL1R1,IL1RAP,IRAK1,IRAK4,MAP2K3,MAP2K6,MAP3K7,MAPK14,MAPKAPK2,MYD88,TAB1,TAB2,TAB3,TRAF6,ZFP36"	"KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY"	"all"	74023	167	73856	4	830	826	0.12336278237668	2.1416456320162	0.575424681378429	5.60724337180851	1	677
"KEGG_MEDICUS_REFERENCE_IL10_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY"	"IL10,IL10RA,IL10RB,IL19,IL20,IL20RA,IL22,IL22RA1,IL24,IL26,JAK1,STAT3,TYK2"	"KEGG_MEDICUS_REFERENCE_IL10_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY"	"all"	74023	76	73947	3	830	827	0.0578609194002117	3.52929236522942	0.71061517251341	10.7446251671652	1	677
"KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY"	"IL12A,IL12B,IL12RB1,IL12RB2,IL23A,IL23R,JAK2,STAT3,STAT4,TYK2"	"KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY"	"all"	74023	328	73695	2	830	828	0.594575270208555	0.542708173533426	0.0653379845624811	1.98228200000165	1	677
"KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY"	"CRLF2,IL15,IL15RA,IL2,IL21,IL21R,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL7,IL7R,IL9,IL9R,JAK1,JAK3,STAT1,STAT3,STAT5A,STAT5B,STAT6,TSLP"	"KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY"	"all"	74023	205	73818	2	830	828	1	0.86977879378658	0.104455160041044	3.19219984166039	1	677
"KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY"	"CLCF1,CNTF,CNTFR,CTF1,IL11,IL11RA,IL13,IL13RA1,IL13RA2,IL27,IL27RA,IL31,IL31RA,IL4R,IL6,IL6R,IL6ST,JAK1,JAK2,LIF,LIFR,OSM,OSMR,STAT1,STAT3,STAT6,TYK2"	"KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY"	"all"	74023	511	73512	4	830	826	0.670288683552808	0.69665687632476	0.188647773611896	1.80143699711307	1	677
"KEGG_MEDICUS_REFERENCE_INTRINSIC_APOPTOTIC_PATHWAY"	"APAF1,BAD,BAK1,BAX,BBC3,BCL2,BCL2L1,BCL2L11,CASP3,CASP7,CASP9,CYCS,PMAIP1"	"KEGG_MEDICUS_REFERENCE_INTRINSIC_APOPTOTIC_PATHWAY"	"all"	74023	15	74008	1	830	829	0.16341180443913	5.95112984204218	0.141207124952972	38.8068753012311	1	677
"KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION"	"ACAA1,ACAA2,ACADM,ACADS,ACADSB,ECHS1,HADH,HADHA,HADHB,HSD17B10"	"KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION"	"all"	74023	982	73041	15	830	815	0.221227785026508	1.36892644929972	0.759686942843631	2.28263383524992	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY"	"ARHGEF7,CDC42,FN1,GIT2,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,PTK2,PXN,SRC"	"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY"	"all"	74023	526	73497	5	830	825	1	0.846838854265316	0.273091706695337	1.99693347403533	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY"	"BCAR1,CRK,DOCK1,ELMO1,FN1,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,PTK2,PXN,RAC1,RAC2,RAC3,SRC"	"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY"	"all"	74023	581	73442	4	830	826	0.427646772083457	0.612139447234248	0.165805156386863	1.58173682853403	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY"	"DOCK1,ELMO1,ELMO2,ELMO3,FN1,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,RAC1,RAC2,RAC3,RHOG"	"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY"	"all"	74023	581	73442	4	830	826	0.427646772083457	0.612139447234248	0.165805156386863	1.58173682853403	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY"	"ARHGAP35,FN1,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,RHOA,SRC"	"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY"	"all"	74023	517	73506	4	830	826	0.671294222503507	0.688515747620788	0.186452521817064	1.78027953369039	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY"	"ARHGEF28,FN1,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,PTK2,RHOA"	"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY"	"all"	74023	518	73505	4	830	826	0.671484199962448	0.687177228536116	0.186091591260532	1.77680380603286	1	677
"KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY"	"ACTB,ACTG1,ACTN1,ACTN4,FN1,ILK,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,PTK2,PXN,TLN1,TLN2,VCL"	"KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY"	"all"	74023	671	73352	4	830	826	0.264881065240227	0.529385233576177	0.143460873671126	1.36692467944297	1	677
"KEGG_MEDICUS_REFERENCE_KERATAN_SULFATE_DEGRADATION"	"GALNS,GLB1,GNS,HEXA,HEXB"	"KEGG_MEDICUS_REFERENCE_KERATAN_SULFATE_DEGRADATION"	"all"	74023	729	73294	10	830	820	0.477891711310344	1.22609727822888	0.583256957293287	2.27957067993512	1	677
"KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION"	"AURKA,CKAP5,CLTA,CLTB,CLTC,TACC3,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8"	"KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION"	"all"	74023	320	73703	3	830	827	0.999999999999999	0.835510401251351	0.171033650867512	2.47230365114187	1	677
"KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT"	"BUB1B,CENPE,CENPF,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8"	"KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT"	"all"	74023	599	73424	9	830	821	0.3304780248801	1.34371731594674	0.609243131883213	2.58067393995029	1	677
"KEGG_MEDICUS_REFERENCE_KISS1_KISS1R_PLCB_PKC_SIGNALING_PATHWAY"	"GNA11,GNAQ,KISS1,KISS1R,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCG"	"KEGG_MEDICUS_REFERENCE_KISS1_KISS1R_PLCB_PKC_SIGNALING_PATHWAY"	"all"	74023	106	73917	1	830	829	1	0.841172068975957	0.0210749225735841	4.80196749831754	1	677
"KEGG_MEDICUS_REFERENCE_KITLG_KIT_PI3K_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,KIT,KITLG,MTOR,PIK3CA,PIK3CB,PIK3CD,RPS6KB1,RPS6KB2"	"KEGG_MEDICUS_REFERENCE_KITLG_KIT_PI3K_SIGNALING_PATHWAY"	"all"	74023	57	73966	1	830	829	0.476368529402313	1.56527899920618	0.0389092959816651	9.10262921830017	1	677
"KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY"	"ARAF,BRAF,GRB2,HRAS,KIT,KITLG,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NRAS,RAF1,SOS1,SOS2"	"KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY"	"all"	74023	127	73896	2	830	828	0.656577440281361	1.40541753514304	0.168068909226032	5.19850180930155	1	677
"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_FIBRINOGEN_TO_FIBRIN"	"COLEC10,COLEC11,FCN1,FCN2,FCN3,FGA,FGB,FGG,MASP1,MBL2"	"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_FIBRINOGEN_TO_FIBRIN"	"all"	74023	239	73784	1	830	829	0.530404346560836	0.372421297835289	0.00938122164966398	2.10066624719837	1	677
"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_PROTHROMBIN_TO_THROMBIN"	"COLEC10,COLEC11,F2,FCN1,FCN2,FCN3,MASP2,MBL2"	"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_PROTHROMBIN_TO_THROMBIN"	"all"	74023	264	73759	2	830	828	1	0.674858259738421	0.0811662593530718	2.46986861302911	1	677
"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION"	"C2,C4A,C4B,COLEC10,COLEC11,FCN1,FCN2,FCN3,MASP1,MASP2,MBL2"	"KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION"	"all"	74023	197	73826	3	830	827	0.489621309557397	1.35942774009515	0.277394485221941	4.04524876892311	1	677
