pathway_id,control_cohort,pathway_name,genes,count_with_plp_control,count_with_plp_case,count_without_plp_control,count_without_plp_case,case_cohort,p,OR,ci.int1,ci.int2,FDR,ntests,ngenes,contains_overrepresented_gene,FDR.filtered,ntests.filtered
path:hsa04659,gnomAD,Th17 cell differentiation,"EBI3,IL17F,CHUK,MAPK14,IL23R,AHR,FOS,IL27,MTOR,GATA3,LAT,TBX21,HIF1A,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HSP90AA1,HSP90AB1,IFNG,IFNGR1,IFNGR2,IKBKB,IL1B,IL1R1,IL1RAP,IL2,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL6,IL6R,IL6ST,IL12RB1,IL17A,IRF4,JAK1,JAK2,JAK3,JUN,LCK,SMAD2,SMAD3,SMAD4,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,IL21R,IL22,FOXP3,IL23A,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IL21,RARA,RELA,RORA,RORC,RXRA,RXRB,RXRG,MAPK12,STAT1,STAT3,STAT5A,STAT5B,STAT6,TGFB1,TGFBR1,TGFBR2,TYK2,ZAP70,IKBKG,RUNX1,CD3D,CD3E,CD3G,CD247,CD4,IL27RA",795,22,73228,816,PBTA,0.000274803,2.483326935,1.53869127,3.812502918,0.097005618,353,108,FALSE,0.092333959,336
path:hsa04659,PMBB_noCancer,Th17 cell differentiation,"EBI3,IL17F,CHUK,MAPK14,IL23R,AHR,FOS,IL27,MTOR,GATA3,LAT,TBX21,HIF1A,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HSP90AA1,HSP90AB1,IFNG,IFNGR1,IFNGR2,IKBKB,IL1B,IL1R1,IL1RAP,IL2,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL6,IL6R,IL6ST,IL12RB1,IL17A,IRF4,JAK1,JAK2,JAK3,JUN,LCK,SMAD2,SMAD3,SMAD4,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,IL21R,IL22,FOXP3,IL23A,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IL21,RARA,RELA,RORA,RORC,RXRA,RXRB,RXRG,MAPK12,STAT1,STAT3,STAT5A,STAT5B,STAT6,TGFB1,TGFBR1,TGFBR2,TYK2,ZAP70,IKBKG,RUNX1,CD3D,CD3E,CD3G,CD247,CD4,IL27RA",181,22,7888,816,PBTA,0.465315939,1.174930645,0.714138998,1.846967082,1,353,108,FALSE,1,336
path:hsa04659,PMBB_noTumor,Th17 cell differentiation,"EBI3,IL17F,CHUK,MAPK14,IL23R,AHR,FOS,IL27,MTOR,GATA3,LAT,TBX21,HIF1A,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HSP90AA1,HSP90AB1,IFNG,IFNGR1,IFNGR2,IKBKB,IL1B,IL1R1,IL1RAP,IL2,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL6,IL6R,IL6ST,IL12RB1,IL17A,IRF4,JAK1,JAK2,JAK3,JUN,LCK,SMAD2,SMAD3,SMAD4,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,IL21R,IL22,FOXP3,IL23A,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IL21,RARA,RELA,RORA,RORC,RXRA,RXRB,RXRG,MAPK12,STAT1,STAT3,STAT5A,STAT5B,STAT6,TGFB1,TGFBR1,TGFBR2,TYK2,ZAP70,IKBKG,RUNX1,CD3D,CD3E,CD3G,CD247,CD4,IL27RA",126,22,6169,816,PBTA,0.244378194,1.319949272,0.794006345,2.101837617,1,353,108,FALSE,1,336
path:hsa05166,gnomAD,Human T-cell leukemia virus 1 infection,"AKT3,CDK2,CDK4,CDKN1A,CDKN2A,CDKN2B,CDKN2C,ANAPC10,CREB3,KAT5,ADCY1,PTTG2,ADCY2,ADCY3,ADCY5,CHEK1,ADCY6,CHEK2,ADCY7,ADCY8,CHUK,ADCY9,TNFRSF13C,ANAPC16,CREB1,ATF2,CREBBP,ATF6B,CSF2,CREB3L4,DLG1,E2F1,E2F2,E2F3,EGR1,EGR2,ADCY4,CRTC2,ELK1,ELK4,EP300,AKT1,AKT2,ETS1,ETS2,FDPS,CRTC1,FOS,CDC26,ANAPC13,ANAPC15,KAT2A,GPS2,SLC25A4,SLC25A5,SLC25A6,ANAPC2,ANAPC4,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,HRAS,XIAP,ICAM1,IKBKB,IL1R1,IL2,IL2RA,IL2RB,IL2RG,IL6,IL15,IL15RA,ITGAL,ITGB2,JAK1,JAK3,JUN,KRAS,TBPL2,LCK,LTA,LTBR,MAD2L1,SMAD2,SMAD3,SMAD4,MAP3K1,MAP3K3,MMP7,MSX1,MSX2,MYC,ATF4,ATM,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NFYB,NRAS,ANAPC5,ANAPC7,ANAPC11,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,POLB,ATR,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKACG,VAC14,MAPK1,MAPK3,MAPK8,MAPK9,MAPK10,MAP2K1,MAP2K2,B2M,PTEN,BAX,RAN,RANBP1,RB1,CCND1,RELA,RELB,BCL2L1,MAP2K4,ANAPC1,CREB3L2,CRTC3,SLC2A1,SPI1,SRF,STAT5A,STAT5B,TBP,TCF3,BUB1B,TERT,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TSPO,TLN1,TNF,TNFRSF1A,TP53,VDAC1,VDAC2,VDAC3,XPO1,ZFP36,IL1R2,FOSL1,CALR,CANX,TRRAP,SLC25A31,TLN2,MAD1L1,CREB3L3,RANBP3,PIK3R3,IKBKG,CDC23,NRP1,KAT2B,CDC16,CCNA2,CCNA1,CCND2,CCND3,CCNE1,MAP3K14,CREB3L1,CCNB2,CCNE2,CD3D,CD3E,CD3G,BUB3,CD4,PTTG1,TBPL1,CD40,CREB5,ESPL1,CDC20,CDC27",1735,57,72288,781,PBTA,3.65E-12,3.04070515,2.272056394,4.000603311,1.29E-09,353,222,FALSE,1.23E-09,336
path:hsa04660,PMBB_noCancer,T cell receptor signaling pathway,"AKT3,RASGRP1,CDK4,PAK4,VAV3,BUB1B-PAK6,MALT1,CHUK,MAP3K8,MAPK14,CSF2,CTLA4,DLG1,AKT1,AKT2,FOS,FYN,LAT,GRB2,GSK3B,ICOS,HRAS,IFNG,IKBKB,IL2,IL4,IL5,IL10,ITK,JUN,KRAS,RHOA,LCK,LCP2,NCK1,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PAK1,PAK2,PAK3,PDCD1,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K2,MAP2K7,PAK6,PAK5,PTPN6,PTPRC,RAF1,RELA,MAPK12,SOS1,SOS2,MAP3K7,TEC,TNF,VAV1,VAV2,ZAP70,NCK2,CARD11,PIK3R3,IKBKG,CBLB,BCL10,MAP3K14,CD3D,CD3E,CD3G,CD247,CD4,CD8A,CD8B,CD8B2,CD28,GRAP2,CD40LG,CDC42",106,15,7963,823,PBTA,0.269918085,1.369125087,0.736686476,2.375708621,1,353,104,FALSE,1,336
path:hsa04660,PMBB_noTumor,T cell receptor signaling pathway,"AKT3,RASGRP1,CDK4,PAK4,VAV3,BUB1B-PAK6,MALT1,CHUK,MAP3K8,MAPK14,CSF2,CTLA4,DLG1,AKT1,AKT2,FOS,FYN,LAT,GRB2,GSK3B,ICOS,HRAS,IFNG,IKBKB,IL2,IL4,IL5,IL10,ITK,JUN,KRAS,RHOA,LCK,LCP2,NCK1,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PAK1,PAK2,PAK3,PDCD1,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K2,MAP2K7,PAK6,PAK5,PTPN6,PTPRC,RAF1,RELA,MAPK12,SOS1,SOS2,MAP3K7,TEC,TNF,VAV1,VAV2,ZAP70,NCK2,CARD11,PIK3R3,IKBKG,CBLB,BCL10,MAP3K14,CD3D,CD3E,CD3G,CD247,CD4,CD8A,CD8B,CD8B2,CD28,GRAP2,CD40LG,CDC42",80,15,6215,823,PBTA,0.202032783,1.415849051,0.753664454,2.491678138,1,353,104,FALSE,1,336
path:hsa05016,gnomAD,Huntington disease,"NDUFC2-KCTD14,PPIF,ACTR1B,ACTR1A,DNAL4,PSMD14,TUBA1B,TUBB3,TUBB4A,TUBB4B,ATP5PD,CREB3,DCTN2,DCTN6,PPARGC1A,UQCR11,ADRM1,DCTN3,TUBA3E,TUBA3D,AP2M1,AP2S1,CLTA,CLTB,CLTC,COX6B2,NDUFA11,DNAH14,COX4I1,COX5B,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7A2,COX7B,COX7C,COX8A,CREB1,CREBBP,PSMA8,DNAH2,KLC3,CREB3L4,CYC1,AP2A1,AP2A2,AP2B1,DCTN1,COX7B2,DLG4,DNAH5,DNAH6,DNAH8,DNAH9,DNAH10,DNAH12,TUBB,EP300,ERN1,ATG14,ATG2A,RCOR1,PLCB1,POLR2J2,MTOR,GPX6,SIN3A,DNAH1,WIPI2,DNAI1,UQCRQ,BBC3,GNAQ,GPX1,GPX2,GPX3,GPX5,GPX7,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2B,SLC25A4,GRM5,SLC25A5,SLC25A6,UQCR10,NRBF2,HTT,HDAC1,HDAC2,PIK3R4,HIP1,APAF1,COX8C,TUBB8,TUBB2B,ITPR1,NDUFS7,KCNJ10,KIF5A,KIF5B,KIF5C,KLC1,TBPL2,MAP3K5,MAP3K10,UQCRHL,BECN2,ATP6,ATP8,COX1,COX2,COX3,CYTB,ND1,ND2,ND3,ND4,ND4L,ND5,ND6,NDUFA1,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFA10,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFB10,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFV1,NDUFS4,NDUFS5,NDUFS6,NDUFS8,NDUFV2,NDUFV3,NRF1,GPX8,ATP5F1A,ATP5F1B,ATP5F1C,NDUFA13,DCTN4,ATP5F1D,ATP5F1E,ATP5PB,ATP5MC1,ATP5MC2,ATP5MC3,TUBA8,ATP5PF,PIK3C3,PLCB2,PLCB3,PLCB4,ATP5PO,CYCS,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,NDUFB11,PPARG,POLR2J3,WIPI1,IFT57,ATG2B,DNAH3,AMBRA1,ACTR10,NDUFA12,MAPK8,MAPK9,MAPK10,MAP2K7,DNAH7,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,NDUFA4L2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSMD11,PSMD12,PSMD13,BAX,REST,ATG101,BDNF,SDHA,SDHB,SDHC,SDHD,DNAI2,CREB3L2,KLC2,SLC1A2,SLC1A3,SOD1,SOD2,SP1,STX1A,TAF4,TAF4B,TBP,TFAM,TGM2,TP53,TRAF2,TUBA4A,TUBA3C,TUBB2A,UCP1,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,VDAC1,VDAC2,VDAC3,CACNA1B,DNALI1,TUBA1A,SEM1,TUBAL3,TUBB1,CLTCL1,SLC25A31,DNAL1,CASP3,ULK1,CASP8,CASP9,DCTN5,TUBB6,CREB3L3,COX4I2,TUBA1C,DNAH17,BECN1,DNAH11,KLC4,HAP1,CREB3L1,COX7A2L,COX5A,TBPL1,CREB5,ULK2,ATG13,RB1CC1,PSMD6",3294,95,70729,743,PBTA,4.26E-16,2.745356641,2.187246626,3.413141158,1.50E-13,353,306,FALSE,1.43E-13,336
path:hsa04662,PMBB_noCancer,B cell receptor signaling pathway,"AKT3,LOC102723407,LOC102725035,LILRB2,VAV3,LILRB1,MALT1,LILRB5,LILRB4,LILRA1,LILRB3,LILRA3,LILRA2,CHUK,PIK3AP1,CR2,AKT1,AKT2,FCGR2B,FOS,LILRA4,RASGRP3,DAPP1,GRB2,GSK3B,BLNK,HRAS,LILRA5,IKBKB,INPP5D,INPPL1,JUN,KRAS,LYN,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG2,BANK1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCB,MAPK1,MAPK3,MAP2K1,MAP2K2,PTPN6,RAC1,RAC2,RAC3,RAF1,RELA,BLK,SOS1,SOS2,SYK,BTK,VAV1,VAV2,LILRA6,CARD11,PIK3R3,IKBKG,IFITM1,BCL10,CD19,CD22,CD72,CD79A,CD79B,CD81",202,15,7867,823,PBTA,0.238621233,0.709845698,0.388107787,1.206396681,1,353,84,FALSE,1,336
path:hsa04662,PMBB_noTumor,B cell receptor signaling pathway,"AKT3,LOC102723407,LOC102725035,LILRB2,VAV3,LILRB1,MALT1,LILRB5,LILRB4,LILRA1,LILRB3,LILRA3,LILRA2,CHUK,PIK3AP1,CR2,AKT1,AKT2,FCGR2B,FOS,LILRA4,RASGRP3,DAPP1,GRB2,GSK3B,BLNK,HRAS,LILRA5,IKBKB,INPP5D,INPPL1,JUN,KRAS,LYN,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG2,BANK1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCB,MAPK1,MAPK3,MAP2K1,MAP2K2,PTPN6,RAC1,RAC2,RAC3,RAF1,RELA,BLK,SOS1,SOS2,SYK,BTK,VAV1,VAV2,LILRA6,CARD11,PIK3R3,IKBKG,IFITM1,BCL10,CD19,CD22,CD72,CD79A,CD79B,CD81",152,15,6143,823,PBTA,0.329474012,0.736622894,0.400354996,1.261640569,1,353,84,FALSE,1,336
path:hsa04664,gnomAD,Fc epsilon RI signaling pathway,"AKT3,PLA2G4B,LOC102723407,VAV3,PLA2G4E,MAPK14,CSF2,AKT1,AKT2,FCER1A,MS4A2,FCER1G,ALOX5,ALOX5AP,FYN,PLA2G4F,LAT,PLA2G4D,GRB2,HRAS,IL3,IL4,IL5,IL13,INPP5D,KRAS,LCP2,LYN,NRAS,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLA2G4A,PLCG1,PLCG2,PRKCA,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K2,MAP2K3,MAP2K6,MAP2K7,RAC1,RAC2,RAC3,RAF1,MAPK12,MAP2K4,SOS1,SOS2,SYK,BTK,TNF,VAV1,VAV2,PIK3R3,PLA2G4C,JMJD7-PLA2G4B,GAB2",339,8,73684,830,PBTA,0.063135502,2.094979338,0.894126394,4.194648983,1,353,68,FALSE,1,336
path:hsa04664,PMBB_noCancer,Fc epsilon RI signaling pathway,"AKT3,PLA2G4B,LOC102723407,VAV3,PLA2G4E,MAPK14,CSF2,AKT1,AKT2,FCER1A,MS4A2,FCER1G,ALOX5,ALOX5AP,FYN,PLA2G4F,LAT,PLA2G4D,GRB2,HRAS,IL3,IL4,IL5,IL13,INPP5D,KRAS,LCP2,LYN,NRAS,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLA2G4A,PLCG1,PLCG2,PRKCA,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K2,MAP2K3,MAP2K6,MAP2K7,RAC1,RAC2,RAC3,RAF1,MAPK12,MAP2K4,SOS1,SOS2,SYK,BTK,TNF,VAV1,VAV2,PIK3R3,PLA2G4C,JMJD7-PLA2G4B,GAB2",77,8,7992,830,PBTA,1,1.000432979,0.415593139,2.081343556,1,353,68,FALSE,1,336
path:hsa04664,PMBB_noTumor,Fc epsilon RI signaling pathway,"AKT3,PLA2G4B,LOC102723407,VAV3,PLA2G4E,MAPK14,CSF2,AKT1,AKT2,FCER1A,MS4A2,FCER1G,ALOX5,ALOX5AP,FYN,PLA2G4F,LAT,PLA2G4D,GRB2,HRAS,IL3,IL4,IL5,IL13,INPP5D,KRAS,LCP2,LYN,NRAS,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLA2G4A,PLCG1,PLCG2,PRKCA,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K2,MAP2K3,MAP2K6,MAP2K7,RAC1,RAC2,RAC3,RAF1,MAPK12,MAP2K4,SOS1,SOS2,SYK,BTK,TNF,VAV1,VAV2,PIK3R3,PLA2G4C,JMJD7-PLA2G4B,GAB2",61,8,6234,830,PBTA,1,0.985030305,0.405561856,2.075796899,1,353,68,FALSE,1,336
path:hsa04666,gnomAD,Fc gamma R-mediated phagocytosis,"AKT3,PLA2G4B,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,WASF2,LOC102723407,VAV3,ARPC1A,CFL1,CFL2,WASF3,PLA2G4E,CRK,CRKL,DNM2,DOCK1,AKT1,AKT2,FCGR1A,FCGR2A,FCGR2B,FCGR3A,FCGR3B,PIP5K1C,PLA2G4F,LAT,AMPH,BIN1,PLA2G4D,GSN,HCK,INPP5D,INPPL1,ARF6,LIMK1,LIMK2,LYN,MARCKS,MYO10,PAK1,ASAP1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLA2G4A,PLCG1,PLCG2,PLD1,PLD2,ASAP3,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,MAPK1,MAPK3,MAP2K1,SPHK2,ACTR3B,PTPRC,RAC1,RAC2,RAF1,RPS6KB1,RPS6KB2,MARCKSL1,NCF1,ACTR3C,SYK,VASP,VAV1,VAV2,WAS,ARPC5L,PIP5K1A,PIP5K1B,PLA2G6,PIK3R3,SCIN,PLA2G4C,PLPP1,PLPP2,PLPP3,JMJD7-PLA2G4B,ASAP2,SPHK1,WASF1,GAB2,CDC42",546,17,73477,821,PBTA,0.000258985,2.786433444,1.60344646,4.531315384,0.091421719,353,97,FALSE,0.087018973,336
path:hsa04666,PMBB_noCancer,Fc gamma R-mediated phagocytosis,"AKT3,PLA2G4B,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,WASF2,LOC102723407,VAV3,ARPC1A,CFL1,CFL2,WASF3,PLA2G4E,CRK,CRKL,DNM2,DOCK1,AKT1,AKT2,FCGR1A,FCGR2A,FCGR2B,FCGR3A,FCGR3B,PIP5K1C,PLA2G4F,LAT,AMPH,BIN1,PLA2G4D,GSN,HCK,INPP5D,INPPL1,ARF6,LIMK1,LIMK2,LYN,MARCKS,MYO10,PAK1,ASAP1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLA2G4A,PLCG1,PLCG2,PLD1,PLD2,ASAP3,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,MAPK1,MAPK3,MAP2K1,SPHK2,ACTR3B,PTPRC,RAC1,RAC2,RAF1,RPS6KB1,RPS6KB2,MARCKSL1,NCF1,ACTR3C,SYK,VASP,VAV1,VAV2,WAS,ARPC5L,PIP5K1A,PIP5K1B,PLA2G6,PIK3R3,SCIN,PLA2G4C,PLPP1,PLPP2,PLPP3,JMJD7-PLA2G4B,ASAP2,SPHK1,WASF1,GAB2,CDC42",126,17,7943,821,PBTA,0.310450071,1.30528174,0.73334389,2.187929074,1,353,97,FALSE,1,336
path:hsa04666,PMBB_noTumor,Fc gamma R-mediated phagocytosis,"AKT3,PLA2G4B,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,WASF2,LOC102723407,VAV3,ARPC1A,CFL1,CFL2,WASF3,PLA2G4E,CRK,CRKL,DNM2,DOCK1,AKT1,AKT2,FCGR1A,FCGR2A,FCGR2B,FCGR3A,FCGR3B,PIP5K1C,PLA2G4F,LAT,AMPH,BIN1,PLA2G4D,GSN,HCK,INPP5D,INPPL1,ARF6,LIMK1,LIMK2,LYN,MARCKS,MYO10,PAK1,ASAP1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLA2G4A,PLCG1,PLCG2,PLD1,PLD2,ASAP3,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,MAPK1,MAPK3,MAP2K1,SPHK2,ACTR3B,PTPRC,RAC1,RAC2,RAF1,RPS6KB1,RPS6KB2,MARCKSL1,NCF1,ACTR3C,SYK,VASP,VAV1,VAV2,WAS,ARPC5L,PIP5K1A,PIP5K1B,PLA2G6,PIK3R3,SCIN,PLA2G4C,PLPP1,PLPP2,PLPP3,JMJD7-PLA2G4B,ASAP2,SPHK1,WASF1,GAB2,CDC42",101,17,6194,821,PBTA,0.38529203,1.269812005,0.708134467,2.148913892,1,353,97,FALSE,1,336
path:hsa04668,gnomAD,TNF signaling pathway,"AKT3,DNM1L,TAB1,CREB3,CEBPB,RIPK3,CHUK,MAP3K8,CREB1,ATF2,ATF6B,MAPK14,CSF1,CSF2,CREB3L4,DAB2IP,CYLD,JAG1,EDN1,PGAM5,MLKL,AKT1,AKT2,VEGFD,TAB2,FOS,TAB3,CXCL1,CXCL2,CXCL3,BIRC2,BIRC3,XIAP,ICAM1,IFNB1,FAS,IKBKB,IL1B,IL6,IL15,CXCL10,IRF1,JUN,JUNB,LIF,LTA,MAP3K5,MMP3,MMP9,MMP14,ATF4,NFKB1,NFKBIA,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K3,MAP2K6,MAP2K7,PTGS2,RELA,BCL3,MAPK12,CCL2,CCL5,CCL20,CXCL6,CXCL5,CX3CL1,SELE,NOD2,MAP2K4,CREB3L2,MAP3K7,TNF,TNFAIP3,TNFRSF1A,TNFRSF1B,TRAF1,TRAF2,TRAF3,TRAF5,VCAM1,VEGFC,CASP3,ITCH,CASP7,CASP8,CASP10,CREB3L3,PIK3R3,IKBKG,TRADD,RIPK1,FADD,IL18R1,CFLAR,RPS6KA4,MAP3K14,SOCS3,CREB3L1,RPS6KA5,BAG4,CREB5",527,9,73496,829,PBTA,0.211187749,1.514006792,0.68603386,2.910325945,1,353,114,FALSE,1,336
path:hsa04668,PMBB_noCancer,TNF signaling pathway,"AKT3,DNM1L,TAB1,CREB3,CEBPB,RIPK3,CHUK,MAP3K8,CREB1,ATF2,ATF6B,MAPK14,CSF1,CSF2,CREB3L4,DAB2IP,CYLD,JAG1,EDN1,PGAM5,MLKL,AKT1,AKT2,VEGFD,TAB2,FOS,TAB3,CXCL1,CXCL2,CXCL3,BIRC2,BIRC3,XIAP,ICAM1,IFNB1,FAS,IKBKB,IL1B,IL6,IL15,CXCL10,IRF1,JUN,JUNB,LIF,LTA,MAP3K5,MMP3,MMP9,MMP14,ATF4,NFKB1,NFKBIA,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K3,MAP2K6,MAP2K7,PTGS2,RELA,BCL3,MAPK12,CCL2,CCL5,CCL20,CXCL6,CXCL5,CX3CL1,SELE,NOD2,MAP2K4,CREB3L2,MAP3K7,TNF,TNFAIP3,TNFRSF1A,TNFRSF1B,TRAF1,TRAF2,TRAF3,TRAF5,VCAM1,VEGFC,CASP3,ITCH,CASP7,CASP8,CASP10,CREB3L3,PIK3R3,IKBKG,TRADD,RIPK1,FADD,IL18R1,CFLAR,RPS6KA4,MAP3K14,SOCS3,CREB3L1,RPS6KA5,BAG4,CREB5",137,9,7932,829,PBTA,0.199374731,0.628592413,0.280366123,1.234907885,1,353,114,FALSE,1,336
path:hsa04668,PMBB_noTumor,TNF signaling pathway,"AKT3,DNM1L,TAB1,CREB3,CEBPB,RIPK3,CHUK,MAP3K8,CREB1,ATF2,ATF6B,MAPK14,CSF1,CSF2,CREB3L4,DAB2IP,CYLD,JAG1,EDN1,PGAM5,MLKL,AKT1,AKT2,VEGFD,TAB2,FOS,TAB3,CXCL1,CXCL2,CXCL3,BIRC2,BIRC3,XIAP,ICAM1,IFNB1,FAS,IKBKB,IL1B,IL6,IL15,CXCL10,IRF1,JUN,JUNB,LIF,LTA,MAP3K5,MMP3,MMP9,MMP14,ATF4,NFKB1,NFKBIA,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K3,MAP2K6,MAP2K7,PTGS2,RELA,BCL3,MAPK12,CCL2,CCL5,CCL20,CXCL6,CXCL5,CX3CL1,SELE,NOD2,MAP2K4,CREB3L2,MAP3K7,TNF,TNFAIP3,TNFRSF1A,TNFRSF1B,TRAF1,TRAF2,TRAF3,TRAF5,VCAM1,VEGFC,CASP3,ITCH,CASP7,CASP8,CASP10,CREB3L3,PIK3R3,IKBKG,TRADD,RIPK1,FADD,IL18R1,CFLAR,RPS6KA4,MAP3K14,SOCS3,CREB3L1,RPS6KA5,BAG4,CREB5",114,9,6181,829,PBTA,0.156008231,0.588665893,0.261424694,1.163297442,1,353,114,FALSE,1,336
