#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG03989	SAS	SAS	0	0	0	1	0	2.3666	-7.8974	19.7854	-5.4605	0.854	NA	NA	NA	NA	NA
NA18498	AFR	AFR	0	0.9997	3e-4	0	0	63.6508	-17.8471	0.5851	1.86	4.2669	NA	NA	NA	NA	NA
NA19138	AFR	AFR	0	0.9999	1e-4	0	0	62.5019	-16.6356	0.1304	1.1639	2.031	NA	NA	NA	NA	NA
HG03672	SAS	SAS	0	0	0	1	0	1.6161	-10.0638	19.3045	-6.7975	-0.6603	NA	NA	NA	NA	NA
NA19171	AFR	AFR	0	0.9995	5e-4	0	0	60.9278	-17.7188	0.5654	0.8431	2.1183	NA	NA	NA	NA	NA
HG02224	EUR	EUR	0	0	0.0128	0	0.9872	-0.1636	13.0464	-5.6563	9.6765	0.6857	NA	NA	NA	NA	NA
NA19074	EAS	EAS	1	0	0	0	0	-8.036	-42.8787	-3.0949	5.1856	-2.2798	NA	NA	NA	NA	NA
HG03753	SAS	SAS	0	0	0	1	0	2.3256	-7.9796	18.8183	-5.3107	0.4941	NA	NA	NA	NA	NA
NA10847	EUR	EUR	0	0	0.0254	0	0.9746	0.6363	13.4174	-5.9483	7.0209	3.9363	NA	NA	NA	NA	NA
HG01462	AMR	AMR	0	0.118	0.882	0	0	14.3227	-8.7503	-9.0682	-8.8379	1.1256	NA	NA	NA	NA	NA
NA19037	AFR	AFR	0	0.9999	1e-4	0	0	59.293	-15.9249	0.023	2.5563	-0.5654	NA	NA	NA	NA	NA
NA18934	AFR	AFR	0	0.999	0.001	0	0	65.1741	-16.688	-0.915	1.3527	2.2636	NA	NA	NA	NA	NA
HG01926	AMR	AMR	0	3e-4	0.9997	0	0	-8.1677	-25.5435	-25.1555	-40.8132	-0.099	NA	NA	NA	NA	NA
NA19129	AFR	AFR	0	0.9988	0.0012	0	0	62.4942	-18.4285	-0.3807	-0.1516	-0.2357	NA	NA	NA	NA	NA
NA19107	AFR	AFR	0	0.9998	2e-4	0	0	61.0701	-16.6085	-0.1891	3.1003	1.1181	NA	NA	NA	NA	NA
HG03866	SAS	SAS	0	0	0	1	0	1.8245	-7.1486	17.8935	-5.2993	1.6052	NA	NA	NA	NA	NA
HG00671	EAS	EAS	1	0	0	0	0	-7.3505	-44.66	-1.7859	7.1345	2.1619	NA	NA	NA	NA	NA
HG01950	AMR	AMR	0	0.0029	0.9971	0	0	-3.458	-22.6172	-21.087	-32.6428	0.4855	NA	NA	NA	NA	NA
HG00368	EUR	EUR	0	0	0.0405	0	0.9595	-0.3217	7.6692	-3.6055	7.0026	-3.5987	NA	NA	NA	NA	NA
HG00479	EAS	EAS	1	0	0	0	0	-7.9926	-44.7234	-1.6697	6.7853	0.8407	NA	NA	NA	NA	NA
HG01686	EUR	EUR	0	0	0.0724	0	0.9276	3.3559	11.9658	-3.9843	8.0026	1.2685	NA	NA	NA	NA	NA
HG02373	EAS	EAS	1	0	0	0	0	-6.4419	-45.1407	-1.8047	9.8661	6.6108	NA	NA	NA	NA	NA
HG00130	EUR	EUR	0	0	0.0018	0	0.9982	1.2564	13.5636	-5.1333	11.6592	1.7224	NA	NA	NA	NA	NA
HG03692	SAS	SAS	0	0	0	1	0	0.968	-10.1503	20.5357	-3.761	2.5715	NA	NA	NA	NA	NA
NA19914	AFR	AFR	0	0.9804	0.0196	0	0	44.4372	-9.2611	-0.7492	3.5456	-0.0248	NA	NA	NA	NA	NA
NA19137	AFR	AFR	0	0.9999	1e-4	0	0	63.3645	-18.186	-0.5387	0.0753	2.831	NA	NA	NA	NA	NA
HG04194	SAS	SAS	0	0	0	1	0	-0.5231	-9.8358	16.719	-3.3074	1.9315	NA	NA	NA	NA	NA
HG03225	AFR	AFR	0	0.9998	2e-4	0	0	63.7333	-17.1277	0.3936	1.437	0.8006	NA	NA	NA	NA	NA
NA19209	AFR	AFR	0	0.9995	5e-4	0	0	63.7233	-19.0208	-0.3198	1.9439	2.6199	NA	NA	NA	NA	NA
HG02394	EAS	EAS	1	0	0	0	0	-7.824	-43.4967	-2.4916	8.1929	7.123	NA	NA	NA	NA	NA
HG03367	AFR	AFR	0	0.9996	4e-4	0	0	63.5981	-17.6652	0.1001	2.3065	1.3485	NA	NA	NA	NA	NA
HG04015	SAS	SAS	0	0	0	1	0	-0.2387	-7.9118	18.8229	-5.1554	0.7156	NA	NA	NA	NA	NA
HG01771	EUR	EUR	0	0	0.0092	0	0.9908	0.7856	12.4364	-6.8143	10.3233	0.1325	NA	NA	NA	NA	NA
HG00174	EUR	EUR	0	0	0.0063	0	0.9937	-1.6832	7.8009	-7.3326	7.9889	-3.2844	NA	NA	NA	NA	NA
HG03705	SAS	SAS	0	0	0	1	0	1.0555	-9.2965	19.1358	-3.0015	-0.0031	NA	NA	NA	NA	NA
HG00610	EAS	EAS	1	0	0	0	0	-7.8654	-44.7111	-2.8065	7.6566	0.6638	NA	NA	NA	NA	NA
NA19713	AFR	AFR	0	0.9988	0.0012	0	0	45.5239	-9.236	-2.1789	3.8271	0.155	NA	NA	NA	NA	NA
NA18943	EAS	EAS	1	0	0	0	0	-9.2308	-42.5175	-1.8044	6.8386	-2.2695	NA	NA	NA	NA	NA
NA19332	AFR	AFR	0	0.9993	7e-4	0	0	59.3561	-17.0087	0.1172	2.2828	0.0164	NA	NA	NA	NA	NA
NA19669	AMR	AMR	0	9e-4	0.9909	0	0.0081	-0.6148	-0.6331	-7.9088	-4.9746	0.5495	NA	NA	NA	NA	NA
HG00126	EUR	EUR	0	0	0.002	0	0.998	0.3335	13.9172	-6.3099	9.7473	1.7192	NA	NA	NA	NA	NA
NA21093	SAS	SAS	0	0	0	1	0	1.2735	-5.1763	20.8119	-5.4365	1.3404	NA	NA	NA	NA	NA
NA19172	AFR	AFR	0	0.9987	0.0013	0	0	63.7486	-17.5619	-0.339	3.3417	3.1706	NA	NA	NA	NA	NA
HG03449	AFR	AFR	0	1	0	0	0	63.9982	-17.3156	-1.0116	2.7217	3.2913	NA	NA	NA	NA	NA
HG03241	AFR	AFR	0	1	0	0	0	62.2624	-18.1568	0.1812	-0.1085	2.2182	NA	NA	NA	NA	NA
HG00475	EAS	EAS	1	0	0	0	0	-8.7698	-44.1877	-3.3609	6.3436	-1.7949	NA	NA	NA	NA	NA
NA19679	EUR	AMR	0	0	0.0085	0	0.9915	2.507	10.8747	-5.7785	5.9198	-0.0225	NA	NA	NA	NA	NA
HG03708	SAS	SAS	0	0	0	1	0	-0.5769	-6.62	15.9422	-3.1472	0.3198	NA	NA	NA	NA	NA
NA19379	AFR	AFR	0	0.9992	8e-4	0	0	60.4104	-15.9584	-0.6108	1.796	2.1663	NA	NA	NA	NA	NA
HG02808	AFR	AFR	0	0.9988	0.0012	0	0	61.5596	-16.7857	-0.1243	2.1341	1.1329	NA	NA	NA	NA	NA
HG00699	EAS	EAS	1	0	0	0	0	-6.9965	-45.8484	-2.6063	8.3909	-0.8964	NA	NA	NA	NA	NA
HG00102	EUR	EUR	0	0	6e-4	0	0.9994	0.1777	11.8109	-6.1301	9.0941	-1.4105	NA	NA	NA	NA	NA
HG00542	EAS	EAS	1	0	0	0	0	-8.6042	-45.1057	-0.1449	6.0003	-1.0446	NA	NA	NA	NA	NA
NA20785	EUR	EUR	0	0	0.002	0	0.998	0.1594	12.2366	-3.8281	8.4829	3.9836	NA	NA	NA	NA	NA
NA19782	AMR	AMR	0	0.0117	0.9883	0	0	0.4185	-6.8153	-12.8492	-11.0974	3.0606	NA	NA	NA	NA	NA
HG04210	SAS	SAS	0	0	0	1	0	1.9894	-8.7523	20.0906	-6.0628	-0.0151	NA	NA	NA	NA	NA
HG04022	SAS	SAS	0	0	0	1	0	2.837	-6.7322	20.8386	-5.1923	0.7862	NA	NA	NA	NA	NA
HG02654	SAS	SAS	0	0	0	0.9961	0.0039	0.6578	1.0808	12.9212	-2.7283	0.4163	NA	NA	NA	NA	NA
HG00867	EAS	EAS	1	0	0	0	0	-6.9186	-45.2196	-2.0921	8.0175	0.4523	NA	NA	NA	NA	NA
HG01710	EUR	EUR	0	0	0.0055	0	0.9945	3.0519	11.5627	-3.0326	8.8576	1.8762	NA	NA	NA	NA	NA
NA19153	AFR	AFR	0	1	0	0	0	62.7962	-17.025	-0.7769	2.3082	0.6459	NA	NA	NA	NA	NA
HG01608	EUR	EUR	0	0	0.0453	0	0.9547	2.0616	10.2771	-5.3229	10.5909	-0.6628	NA	NA	NA	NA	NA
NA20881	SAS	SAS	0	0	0	1	0	0.8649	-1.4369	15.7128	-1.7576	0.3015	NA	NA	NA	NA	NA
HG01362	AMR	AMR	0	0.0115	0.9885	0	0	5.9821	0.92490000000000006	-9.091	-2.7908	3.3702	NA	NA	NA	NA	NA
HG01958	AFR	AFR	0	0.9982	0.0018	0	0	53.3894	-14.8555	-1.8682	1.5794	0.9356	NA	NA	NA	NA	NA
NA19185	AFR	AFR	0	0.9998	2e-4	0	0	63.1014	-18.2099	-0.9903	1.8508	2.5972	NA	NA	NA	NA	NA
HG01047	AMR	AMR	0	0.0044	0.9947	6e-4	2e-4	4.7437	4.941	-7.522	3.6882	1.2957	NA	NA	NA	NA	NA
HG03636	SAS	SAS	0	0	0	1	0	1.0532	-2.442	14.2591	-3.1759	0.1288	NA	NA	NA	NA	NA
HG02072	EAS	EAS	1	0	0	0	0	-8.1306	-43.4815	-1.808	6.5386	5.0308	NA	NA	NA	NA	NA
HG03978	SAS	SAS	0	0	0	1	0	1.0431	-8.2775	21.6107	-4.5944	1.3539	NA	NA	NA	NA	NA
HG00186	EUR	EUR	0	0	0.0019	0	0.9981	-1.1768	7.4083	-7.2124	9.6972	-4.9445	NA	NA	NA	NA	NA
HG01253	AMR	AMR	9e-4	0.0129	0.9833	0.0025	4e-4	1.473	1.4573	-8.9018	-2.2331	3.5395	NA	NA	NA	NA	NA
HG03949	SAS	SAS	0	0	0	1	0	2.8428	-6.9292	19.6535	-4.4124	-2.7914	NA	NA	NA	NA	NA
NA20908	SAS	SAS	0	0	0	1	0	1.5953	-6.7615	18.3622	-3.6838	-0.5733	NA	NA	NA	NA	NA
HG01974	AMR	AMR	0	9e-4	0.9991	0	0	-7.3479	-24.0892	-24.0314	-37.9596	-0.0438	NA	NA	NA	NA	NA
HG00357	EUR	EUR	0	0	0.0015	0	0.9985	-1.9265	9.9574	-4.6548	7.7693	-4.041	NA	NA	NA	NA	NA
HG02314	AFR	AFR	0	0.9993	7e-4	0	0	58.8133	-16.6974	0.5517	2.2129	0.8188	NA	NA	NA	NA	NA
NA11994	EUR	EUR	0	0	1e-4	0	0.9999	-0.9895	11.6486	-5.3009	9.5033	1.2107	NA	NA	NA	NA	NA
HG01066	AMR	AMR	0	0	0.5892	0	0.4108	3.8143	5.5313	-9.0211	1.2661	2.0913	NA	NA	NA	NA	NA
HG03824	SAS	SAS	0	0	0	1	0	0.0395	-13.6616	15.4563	-4.2925	6.0499	NA	NA	NA	NA	NA
HG01075	EUR	AMR	0	0	0.2759	0	0.724	6.986	7.5742	-5.1228	7.1717	-0.1401	NA	NA	NA	NA	NA
NA18552	EAS	EAS	1	0	0	0	0	-7.5571	-43.4601	-2.0169	6.9938	-0.2678	NA	NA	NA	NA	NA
HG03805	SAS	SAS	0	0	0	1	0	1.6944	-12.2781	16.072	-4.2735	4.9269	NA	NA	NA	NA	NA
HG02395	EAS	EAS	1	0	0	0	0	-6.4548	-44.615	-0.2743	9.1233	4.1925	NA	NA	NA	NA	NA
NA19089	EAS	EAS	0.9998	0	2e-4	0	0	-6.8973	-41.7306	-1.7607	5.3689	-4.3236	NA	NA	NA	NA	NA
HG00349	EUR	EUR	0	0	0.0025	0	0.9975	-1.8589	8.6324	-5.2037	8.516	-3.3981	NA	NA	NA	NA	NA
HG01069	AMR	AMR	0	0.006	0.994	0	0	6.9258	3.5565	-6.6732	-0.0499	0.7296	NA	NA	NA	NA	NA
HG01121	AMR	AMR	0	0.0205	0.9795	0	0	0.2393	-0.1881	-10.629	-5.4736	2.0176	NA	NA	NA	NA	NA
HG02505	AFR	AFR	0	0.9946	0.0054	0	0	56.6347	-14.9627	-1.7568	1.3521	-0.1698	NA	NA	NA	NA	NA
NA19083	EAS	EAS	1	0	0	0	0	-7.4006	-43.4048	-3.3632	6.1307	-6.366	NA	NA	NA	NA	NA
HG00154	EUR	EUR	0	0	0.0021	0	0.9979	-0.3558	14.3372	-5.7836	8.2458	-0.1429	NA	NA	NA	NA	NA
HG04161	SAS	SAS	0	0	0	1	0	-0.4425	-12.6401	16.3108	-3.6125	4.2975	NA	NA	NA	NA	NA
NA19066	EAS	EAS	0.9999	0	1e-4	0	0	-6.8666	-42.5115	-2.3073	6.5229	-4.4429	NA	NA	NA	NA	NA
HG02837	AFR	AFR	0	0.9995	5e-4	0	0	61.7804	-16.9321	1.8888	2.1964	-0.5839	NA	NA	NA	NA	NA
HG01503	EUR	EUR	0	0	0.1083	0	0.8917	0.7577	13.9655	-4.9457	7.9904	5.7802	NA	NA	NA	NA	NA
HG02813	AFR	AFR	0	1	0	0	0	60.8075	-16.8481	-1.5067	1.681	3.1137	NA	NA	NA	NA	NA
HG01878	EAS	EAS	1	0	0	0	0	-7.5271	-41.6549	1.3785	7.2022	2.6014	NA	NA	NA	NA	NA
HG03925	SAS	SAS	0	0	0	1	0	2.1034	-11.4494	16.3141	-4.0971	1.2994	NA	NA	NA	NA	NA
HG03096	AFR	AFR	0	0.9997	3e-4	0	0	63.2963	-16.6436	-0.892	0.6557	-0.1201	NA	NA	NA	NA	NA
HG04029	SAS	SAS	0	0	0	1	0	-0.8173	-8.9615	19.5228	-5.9078	-1.4415	NA	NA	NA	NA	NA
HG02725	SAS	SAS	0	0	0	1	0	2.3268	-6.4638	18.466	-4.1736	1.8612	NA	NA	NA	NA	NA
HG01920	AMR	AMR	0	0.0027	0.9973	0	0	-8.6296	-24.3301	-26.0847	-40.3482	1.0975	NA	NA	NA	NA	NA
HG03833	SAS	SAS	0	0	0	1	0	0.6536	-10.4332	14.9918	-4.0682	3.845	NA	NA	NA	NA	NA
HG02521	EAS	EAS	1	0	0	0	0	-7.2434	-44.1752	-1.4442	7.4986	5.1768	NA	NA	NA	NA	NA
NA19338	AFR	AFR	0	0.9998	2e-4	0	0	58.3985	-16.5726	-0.4748	3.0425	-2.0356	NA	NA	NA	NA	NA
NA20862	SAS	SAS	0	0	0	0.983	0.017	-0.0756	-0.9084	12.6637	-1.9497	2.7794	NA	NA	NA	NA	NA
NA12347	EUR	EUR	0	0	0.0101	0	0.9899	0.2587	11.113	-5.818	8.6497	-0.0331	NA	NA	NA	NA	NA
HG03016	SAS	SAS	0	0	0	1	0	1.6667	-7.0962	17.147	-6.1875	0.4897	NA	NA	NA	NA	NA
NA11881	EUR	EUR	0	0	0.0541	0	0.9459	1.0551	13.5667	-5.5394	8.5013	-1.3745	NA	NA	NA	NA	NA
NA19764	AMR	AMR	0	0.0066	0.9934	0	0	0.0433	-4.5036	-11.984	-8.6938	-0.6078	NA	NA	NA	NA	NA
HG01536	EUR	EUR	0	0	0.0123	0	0.9877	2.8604	12.3523	-4.0147	9.575	5.4822	NA	NA	NA	NA	NA
NA18960	EAS	EAS	1	0	0	0	0	-6.6576	-43.7595	-4.126	6.4683	-4.5901	NA	NA	NA	NA	NA
NA12716	EUR	EUR	0	0	0.0069	0	0.993	-1.1784	14.1257	-5.7363	8.1113	2.8911	NA	NA	NA	NA	NA
HG00138	EUR	EUR	0	0	6e-4	0	0.9994	0.4139	14.1372	-5.5147	9.6843	3.1989	NA	NA	NA	NA	NA
HG01077	AMR	AMR	0	5e-4	0.9973	0	0.0022	9.9416	-0.6089	-6.6777	-0.8336	-0.0303	NA	NA	NA	NA	NA
NA18868	AFR	AFR	0	0.9983	0.0017	0	0	63.3059	-17.7157	-0.6434	0.2073	0.2836	NA	NA	NA	NA	NA
HG02231	EUR	EUR	0	0	0.0135	0	0.9865	1.2444	13.2103	-4.5924	10.8748	1.4	NA	NA	NA	NA	NA
HG04211	SAS	SAS	0	0	0	1	0	3.0431	-6.1184	20.3247	-5.1505	3.5075	NA	NA	NA	NA	NA
HG01812	EAS	EAS	1	0	0	0	0	-8.1391	-44.8592	-2.1691	8.2291	6.5736	NA	NA	NA	NA	NA
HG03762	SAS	SAS	0	0	0	1	0	1.2641	-8.4649	17.2497	-2.2082	2.0449	NA	NA	NA	NA	NA
NA12775	EUR	EUR	0	0	0.0056	0	0.9944	-1.6039	12.5787	-5.9809	9.1441	-2.1866	NA	NA	NA	NA	NA
NA11932	EUR	EUR	0	0	0.0168	0	0.9832	0.142	12.377	-4.3548	8.9091	-0.9913	NA	NA	NA	NA	NA
HG02156	EAS	EAS	0.9999	0	1e-4	0	0	-6.6587	-44.6671	-0.6856	7.1641	6.3988	NA	NA	NA	NA	NA
HG02983	AFR	AFR	0	0.9998	2e-4	0	0	61.7251	-15.8464	0.3243	3.0954	2.6776	NA	NA	NA	NA	NA
NA19019	AFR	AFR	0	0.9992	8e-4	0	0	60.91	-17.7261	0.2058	1.7447	2.7222	NA	NA	NA	NA	NA
HG01953	AMR	AMR	0	0.0012	0.9988	0	0	-6.64	-21.397	-22.3055	-34.5273	-0.3902	NA	NA	NA	NA	NA
HG02143	AFR	AFR	0	0.9914	0.0086	0	0	50.6457	-11.4934	-0.4593	0.789	0.6593	NA	NA	NA	NA	NA
HG01804	EAS	EAS	1	0	0	0	0	-6.7786	-44.6736	-1.7841	8.33	7.813	NA	NA	NA	NA	NA
HG02757	AFR	AFR	0	1	0	0	0	60.8645	-17.0386	0.0826	2.1808	0.1939	NA	NA	NA	NA	NA
HG03120	AFR	AFR	0	0.9998	2e-4	0	0	63.4319	-16.5691	0.2175	2.0864	0.0729	NA	NA	NA	NA	NA
HG02265	AMR	AMR	0	1e-4	0.9999	0	0	-7.3276	-21.1038	-23.8779	-36.7849	2.6407	NA	NA	NA	NA	NA
HG02073	EAS	EAS	1	0	0	0	0	-7.8292	-44.048	0.1678	7.1116	3.727	NA	NA	NA	NA	NA
HG03354	AFR	AFR	0	0.9991	9e-4	0	0	62.7369	-18.4746	1.1863	1.1177	-2.2638	NA	NA	NA	NA	NA
NA18501	AFR	AFR	0	0.9999	1e-4	0	0	61.8452	-17.2022	0.0655	2.3492	0.237	NA	NA	NA	NA	NA
NA12273	EUR	EUR	0	0	0.0062	0	0.9938	0.8788	13.0546	-3.9024	7.3024	3.7383	NA	NA	NA	NA	NA
HG00142	EUR	EUR	0	0	3e-4	0	0.9997	0.2466	12.9058	-5.4607	10.1176	1.4858	NA	NA	NA	NA	NA
HG01509	EUR	EUR	0	0	0.017	0	0.983	2.2087	14.3889	-4.2595	10.432	6.9753	NA	NA	NA	NA	NA
HG00351	EUR	EUR	0	0	0.0331	0	0.9669	-1.9387	10.0817	-7.6433	8.4334	-1.1563	NA	NA	NA	NA	NA
HG01485	AMR	AMR	0	0.0381	0.9619	0	0	22.1556	-8.8516	-7.1253	-6.5346	0.7143	NA	NA	NA	NA	NA
NA18627	EAS	EAS	0.9998	0	2e-4	0	0	-8.979	-44.7075	-3.1199	6.9696	-1.2598	NA	NA	NA	NA	NA
HG04047	SAS	SAS	0	0	0	1	0	1.8551	-9.1353	20.1393	-4.3685	3.5482	NA	NA	NA	NA	NA
HG00737	EUR	AMR	0	0	0.0679	0	0.9321	5.3809	7.167	-8.2331	4.9941	-2.2267	NA	NA	NA	NA	NA
HG00181	EUR	EUR	0	0	0.1957	0	0.8043	0.1431	8.9623	-4.7863	8.7327	0.9614	NA	NA	NA	NA	NA
HG03873	SAS	SAS	0	0	0	1	0	2.1628	-8.6374	20.2503	-4.4804	-6.8449	NA	NA	NA	NA	NA
NA20506	EUR	EUR	0	0	0.0026	0	0.9974	1.3392	12.163	-3.7661	11.4381	1.1756	NA	NA	NA	NA	NA
NA19670	AMR	AMR	0	0.0275	0.9725	0	0	0.3446	-8.2037	-11.6095	-14.4059	1.2266	NA	NA	NA	NA	NA
NA18538	EAS	EAS	1	0	0	0	0	-7.4195	-42.8165	-4.8948	7.5565	-0.7873	NA	NA	NA	NA	NA
HG02814	AFR	AFR	0	0.9999	1e-4	0	0	62.1977	-17.6691	-1.2361	2.763	0.1976	NA	NA	NA	NA	NA
HG00525	EAS	EAS	1	0	0	0	0	-6.5787	-43.0226	-3.1737	8.4495	1.5476	NA	NA	NA	NA	NA
HG00109	EUR	EUR	0	0	0.0043	0	0.9957	0.7462	14.5145	-7.43	8.362	3.5928	NA	NA	NA	NA	NA
HG01865	EAS	EAS	1	0	0	0	0	-6.3364	-44.0926	-1.8713	7.8649	5.6334	NA	NA	NA	NA	NA
HG02614	AFR	AFR	0	0.9988	0.0012	0	0	59.9622	-16.7591	0.7791	2.3408	1.7168	NA	NA	NA	NA	NA
HG04153	SAS	SAS	0	0	0	1	0	1.1233	-11.7512	17.0402	-3.4033	-2.2477	NA	NA	NA	NA	NA
HG01951	AMR	AMR	0	4e-4	0.9996	0	0	-5.4559	-23.9647	-22.4957	-38.4013	-0.7135	NA	NA	NA	NA	NA
NA19783	AMR	AMR	0	4e-4	0.9996	0	0	-2.9157	-17.7195	-18.0293	-26.1797	1.0591	NA	NA	NA	NA	NA
HG01161	AMR	AMR	0	0.0023	0.9918	0	0.0059	10.3173	1.3645	-9.6061	0.0134	3.3439	NA	NA	NA	NA	NA
HG00421	EAS	EAS	1	0	0	0	0	-7.6155	-44.2338	-2.4654	8.5479	1.4933	NA	NA	NA	NA	NA
HG03922	SAS	SAS	0	0	0	1	0	0.7144	-13.0082	15.7943	-5.0185	2.0306	NA	NA	NA	NA	NA
NA20864	SAS	SAS	0	0	0	1	0	1.5638	-3.3659	15.1905	-1.2265	2.8481	NA	NA	NA	NA	NA
HG01603	EUR	EUR	0	0	0.0266	0	0.9733	1.563	11.3229	-3.635	9.276	6.706	NA	NA	NA	NA	NA
HG03849	SAS	SAS	0	0	0	1	0	1.7392	-7.9855	20.7567	-5.7754	4.3678	NA	NA	NA	NA	NA
HG02442	AFR	AFR	0	0.9993	7e-4	0	0	61.858	-17.9269	0.3815	1.2143	2.2356	NA	NA	NA	NA	NA
NA19141	AFR	AFR	0	0.9996	4e-4	0	0	62.7192	-17.4616	0.6326	1.1062	2.0505	NA	NA	NA	NA	NA
HG04093	SAS	SAS	0	0	0	1	0	0.226	-8.7742	22.3294	-6.7626	-0.7564	NA	NA	NA	NA	NA
NA19318	AFR	AFR	0	0.9998	2e-4	0	0	59.9569	-16.75	0.9379	1.9175	-1.513	NA	NA	NA	NA	NA
HG04054	SAS	SAS	0	0	0	1	0	2.3946	-9.8809	21.986	-6.1092	1.7272	NA	NA	NA	NA	NA
NA20586	EUR	EUR	0	0	0.1472	0	0.8528	2.0629	14.3757	-4.2742000000000004	8.1117	1.0771	NA	NA	NA	NA	NA
HG02461	AFR	AFR	0	0.9997	3e-4	0	0	61.7416	-18.1222	0.7412	1.3868	1.6146	NA	NA	NA	NA	NA
HG02944	AFR	AFR	0	1	0	0	0	62.5596	-19.1317	-1.0249	2.036	-0.513	NA	NA	NA	NA	NA
HG01577	AMR	AMR	0	0.0019	0.9981	0	0	1.4086	-5.3929	-13.1948	-14.4	4.4447	NA	NA	NA	NA	NA
HG00653	EAS	EAS	1	0	0	0	0	-7.8942	-45.532	-0.4174	8.3513	0.6468	NA	NA	NA	NA	NA
HG03615	SAS	SAS	0	0	0	1	0	0.8347	-10.8701	17.384	-2.7153	0.9599	NA	NA	NA	NA	NA
HG00259	EUR	EUR	0	0	0.3035	0	0.6965	-0.1228	12.0407	-6.058	8.4248	3.3426	NA	NA	NA	NA	NA
HG01377	AMR	AMR	0	0.0039	0.9961	0	0	3.0302	-1.96	-9.9464	-9.3305	2.4487	NA	NA	NA	NA	NA
NA19078	EAS	EAS	1	0	0	0	0	-8.2145	-41.7563	-0.5848	7.5837	-8.0306	NA	NA	NA	NA	NA
HG03944	SAS	SAS	0	0	0	1	0	2.0081	-8.8336	18.8303	-5.3838	1.0397	NA	NA	NA	NA	NA
HG00623	EAS	EAS	1	0	0	0	0	-6.6857	-44.9966	-2.6729	5.5271	-1.6753	NA	NA	NA	NA	NA
HG03376	AFR	AFR	0	0.9999	1e-4	0	0	62.7454	-17.3528	0.389	1.321	-0.5952	NA	NA	NA	NA	NA
HG01046	EAS	EAS	1	0	0	0	0	-5.5418	-45.2289	-1.4463	9.4106	7.4571	NA	NA	NA	NA	NA
NA18522	AFR	AFR	0	0.9994	6e-4	0	0	63.4565	-17.0078	-0.5839	1.0152	1.9783	NA	NA	NA	NA	NA
HG04188	SAS	SAS	0	0	0	1	0	-2.0676	-11.7932	16.6079	-3.9368	-0.012	NA	NA	NA	NA	NA
HG03472	AFR	AFR	0	0.9971	0.0029	0	0	63.2699	-17.6957	-0.6305	0.7478	1.1383	NA	NA	NA	NA	NA
NA20847	SAS	SAS	0	0	0	1	0	1.0565	-6.725	19.6678	-4.6164	3.7776	NA	NA	NA	NA	NA
NA20846	SAS	SAS	0	0	0	1	0	0.6021	-2.6989	14.6325	-2.555	2.177	NA	NA	NA	NA	NA
HG01704	EUR	EUR	0	0	0.3269	0	0.6731	3.697	10.9226	-3.8197	8.0579	0.9399	NA	NA	NA	NA	NA
HG03291	AFR	AFR	0	0.9983	0.0017	0	0	62.881100000000004	-19.5428	-0.4822	0.7301	1.616	NA	NA	NA	NA	NA
HG03052	AFR	AFR	0	0.9999	1e-4	0	0	62.4203	-16.7658	1.3431	2.1677	2.6391	NA	NA	NA	NA	NA
HG00692	EAS	EAS	1	0	0	0	0	-7.5503	-44.8245	-2.3197	6.1284	2.3599	NA	NA	NA	NA	NA
HG01326	AMR	AMR	0	2e-4	0.9997	0	0	5.8503	4.0066	-9.0483	0.5885	0.6602	NA	NA	NA	NA	NA
HG03058	AFR	AFR	0	0.9992	8e-4	0	0	61.5369	-17.4005	-0.0615	1.5702	-0.9546	NA	NA	NA	NA	NA
HG02084	EAS	EAS	1	0	0	0	0	-8.0213	-42.5057	-0.8657	6.6053	6.1542	NA	NA	NA	NA	NA
HG03228	SAS	SAS	0	0	0	1	0	1.102	-4.8185	15.809	-1.836	-1.9649	NA	NA	NA	NA	NA
NA19204	AFR	AFR	0	0.9996	4e-4	0	0	62.4872	-17.1002	-0.2878	-0.1422	0.3415	NA	NA	NA	NA	NA
NA19834	AFR	AFR	0	0.9885	0.0115	0	0	47.9921	-9.0915	-2.7193	3.9075	4.2745	NA	NA	NA	NA	NA
NA21124	SAS	SAS	0	0	0	1	0	-0.3353	-4.8942	18.7174	-5.013	3.6103	NA	NA	NA	NA	NA
HG03872	SAS	SAS	0	0	0	1	0	2.7082	-8.1209	19.3871	-4.3722	3.3028	NA	NA	NA	NA	NA
NA19750	AMR	AMR	0	0.0072	0.9928	0	0	0.7611	-1.5142	-10.4694	-6.0968	-0.016	NA	NA	NA	NA	NA
HG00654	EAS	EAS	1	0	0	0	0	-7.6087	-44.781	-0.9501	8.6466	1.4901	NA	NA	NA	NA	NA
NA20803	EUR	EUR	0	1e-4	0.0685	9e-4	0.9304	1.4273	12.7589	-4.9584	9.5867	0.6967	NA	NA	NA	NA	NA
HG04239	SAS	SAS	0	0	0	1	0	2.5172	-8.957	20.3794	-3.9013	-2.7241	NA	NA	NA	NA	NA
HG01610	EUR	EUR	0	0	0.0067	0	0.9933	1.3066	12.6786	-6.2837	10.8963	2.8018	NA	NA	NA	NA	NA
HG01801	EAS	EAS	1	0	0	0	0	-6.4243	-44.0441	-0.2134	7.5683	5.3765	NA	NA	NA	NA	NA
